1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
96	-1.106070	23.540771	64.115788	0.027991	3.6
97	-1.119902	22.682971	65.374826	0.029854	3.4
98	-1.122313	21.825172	66.684302	0.027973	3.5
99	-1.087038	22.825172	65.162704	0.024066	4.0
100	-1.086826	21.968940	66.461185	0.026880	3.9
101	-1.108458	22.966266	64.953587	0.023093	3.7
102	-1.107722	23.966266	63.509091	0.027888	4.3
103	-1.110030	24.966266	62.127446	0.024891	3.7
104	-1.156376	25.966255	60.804650	0.031254	3.7
105	-1.130220	26.966255	59.536995	0.028232	3.5
106	-1.164320	27.059884	59.421006	0.040833	3.2
107	-1.076177	26.202084	60.500859	0.023784	3.9
108	-1.144783	27.202084	59.245709	0.028817	3.8
109	-1.099085	28.201597	58.042154	0.025034	4.0
110	-1.117018	27.343797	59.072039	0.024446	4.5
111	-1.139176	28.343723	57.874973	0.022695	4.0
112	-1.114136	27.499167	58.882798	0.024754	3.6
113	-1.141309	26.641367	59.943004	0.027003	3.7
114	-1.146208	27.641038	58.711055	0.030345	3.8
115	-1.167612	28.641038	57.528343	0.025280	4.4
116	-1.128304	27.901451	58.398404	0.032248	4.1
117	-1.093135	28.900887	57.228776	0.023023	4.3
118	-1.116627	28.043087	58.229749	0.030424	3.8
119	-1.140030	27.194291	59.255289	0.029261	4.1
120	-1.159752	28.184151	58.062742	0.035613	4.1
121	-1.134528	29.184151	56.905749	0.034112	3.6
122	-1.146416	30.184151	55.793964	0.026048	4.0
123	-1.130761	31.184151	54.724790	0.032587	4.3
124	-1.187768	30.326351	55.639387	0.027949	4.1
125	-1.120827	31.326351	54.576072	0.025522	4.2
126	-1.176180	32.326351	53.552636	0.025064	3.8
127	-1.135794	31.468551	54.428160	0.027739	4.0
128	-1.135492	32.468244	53.410519	0.025031	3.7
129	-1.160407	33.468224	52.429958	0.025353	3.6
130	-1.126071	34.468209	51.484746	0.030330	3.2
131	-1.107144	35.468209	50.572999	0.023768	3.4
132	-1.146561	36.468209	49.692982	0.032604	3.8
133	-1.109961	37.468209	48.843067	0.028256	4.3
134	-1.142478	37.112018	49.142445	0.030870	3.9
135	-1.158176	36.254218	49.878712	0.033532	3.9
136	-1.102961	37.253326	49.023238	0.024873	3.4
137	-1.145030	36.395526	49.755911	0.027215	4.3
138	-1.135633	37.395526	48.903861	0.030648	3.3
139	-1.127659	36.537726	49.632943	0.022152	3.4
140	-1.096766	37.537726	48.785063	0.028466	3.5
141	-1.095437	37.352862	48.939616	0.026339	3.4
142	-1.147940	38.352861	48.115063	0.025960	3.5
143	-1.136991	37.495065	48.820643	0.023456	4.2
144	-1.147745	38.494825	48.000253	0.026343	3.8
145	-1.165285	37.637025	48.702448	0.039711	3.9
146	-1.125937	38.637025	47.885800	0.027809	3.8
147	-1.145466	39.407652	47.274916	0.027546	3.6
148	-1.132253	40.407652	46.505062	0.028235	3.3
149	-1.102452	41.407652	45.759880	0.029530	3.2
150	-1.122172	41.084165	45.998310	0.019769	3.5
151	-1.175600	42.084165	45.269153	0.030242	4.1
152	-1.189586	41.226365	45.893195	0.033258	3.9
153	-1.136182	42.224767	45.168480	0.023157	4.6
154	-1.115780	43.224729	44.465220	0.024208	3.7
155	-1.078574	44.224692	43.783521	0.028074	3.4
156	-1.141630	43.366892	44.367012	0.027123	3.4
157	-1.119058	42.523537	44.956040	0.029148	3.6
158	-1.159526	43.523537	44.259301	0.027412	4.0
159	-1.149114	44.523537	43.583829	0.032559	4.2
160	-1.123815	43.665737	44.161975	0.029630	3.9
161	-1.133948	42.807937	44.755665	0.030614	4.6
162	-1.161961	43.807937	44.065076	0.030429	3.8
163	-1.138591	42.950137	44.656146	0.025529	4.2
164	-1.148466	43.950137	43.968601	0.035878	3.8
165	-1.111779	44.949860	43.302088	0.035552	3.8
166	-1.179243	45.949860	42.655304	0.022507	3.2
167	-1.150456	46.949860	42.027558	0.029963	3.4
168	-1.162866	46.103501	42.557640	0.026753	3.9
169	-1.105127	46.964753	42.018348	0.032494	4.0
170	-1.156723	47.964753	41.409076	0.028675	3.5
171	-1.162081	47.106953	41.930619	0.032960	4.0
172	-1.160324	46.249153	42.465467	0.026425	4.4
173	-1.155875	45.391353	43.014136	0.028931	3.8
174	-1.163673	46.391353	42.375862	0.025034	3.2
175	-1.148346	45.533553	42.922203	0.027157	3.4
176	-1.167878	44.675753	43.482816	0.025104	3.8
177	-1.113130	45.675753	42.830662	0.032042	4.6
178	-1.120068	44.817974	43.388857	0.028556	4.8
179	-1.188349	45.817974	42.739498	0.026326	4.2
180	-1.147312	46.802814	42.118705	0.028728	3.7
181	-1.151176	47.802811	41.506541	0.035487	3.5
182	-1.133412	48.802811	40.911915	0.022860	3.7
183	-1.131233	49.802811	40.334086	0.035445	4.1
184	-1.178545	50.802811	39.772352	0.026373	5.1
185	-1.115992	51.802811	39.226050	0.025204	4.2
186	-1.139295	51.187692	39.560299	0.026349	4.7
187	-1.152784	50.330060	40.035949	0.033050	4.1
188	-1.106105	49.472289	40.523257	0.034856	5.8
189	-1.153631	50.472289	39.956278	0.023645	4.1
190	-1.149580	51.472289	39.404947	0.021844	3.7
191	-1.165623	50.614491	39.876939	0.024580	3.5
192	-1.168264	49.756692	40.360376	0.037221	3.9
193	-1.169444	50.756692	39.797914	0.023111	4.1
194	-1.175066	51.756692	39.250914	0.024715	3.8
195	-1.127526	51.025663	39.649294	0.030184	3.4
196	-1.140999	51.179637	39.564713	0.021358	3.1
197	-1.137598	52.177602	39.025147	0.029314	3.5
198	-1.157365	53.177602	38.499043	0.023558	4.1
199	-1.155029	54.177563	37.986954	0.032779	3.7
200	-1.190473	55.177562	37.488292	0.033198	3.6
201	-1.130030	54.320184	37.915025	0.024433	3.0
202	-1.104798	53.462518	38.351734	0.028124	3.2
203	-1.154929	54.462518	37.843512	0.035997	3.7
204	-1.111165	55.459842	37.349890	0.035901	3.6
205	-1.134209	56.459842	36.867706	0.025044	3.7
206	-1.135526	57.459744	36.397859	0.032437	3.8
207	-1.175081	58.459744	35.939792	0.032607	4.0
208	-1.138516	59.459744	35.493111	0.029989	3.6
209	-1.193165	60.459744	35.057398	0.025993	4.4
210	-1.125292	61.459744	34.632252	0.021776	4.0
211	-1.172540	62.459744	34.217295	0.024860	4.2
212	-1.123061	63.459744	33.812163	0.028533	3.6
213	-1.184467	64.437172	33.425342	0.035398	4.1
214	-1.184264	65.437172	33.038641	0.030158	4.4
215	-1.178422	66.437172	32.660785	0.027200	4.7
216	-1.185441	67.437172	32.291474	0.027273	3.8
217	-1.158787	66.579372	32.607755	0.020208	3.7
218	-1.191319	67.579372	32.239636	0.027155	3.6
219	-1.159764	68.579366	31.879738	0.029567	3.4
220	-1.168159	67.721566	32.187965	0.028111	4.1
221	-1.185593	68.721566	31.829211	0.030753	4.1
222	-1.183599	69.721566	31.478366	0.029707	3.8
223	-1.120019	70.721566	31.135171	0.030261	3.9
224	-1.126799	69.863766	31.429103	0.031042	3.8
225	-1.157931	69.093348	31.697864	0.029897	3.7
226	-1.125502	70.047649	31.365628	0.023368	4.0
227	-1.180770	71.047649	31.024874	0.039550	4.1
228	-1.192297	72.047649	30.691444	0.025934	4.3
229	-1.163639	71.189849	30.977019	0.027053	4.0
230	-1.166758	70.332049	31.267958	0.023080	3.9
231	-1.163603	71.332049	30.929311	0.020133	5.1
232	-1.156458	72.332049	30.597921	0.026849	4.3
233	-1.152704	73.332049	30.273557	0.025582	5.9
234	-1.170798	74.332049	29.955998	0.031209	4.4
235	-1.161062	73.474249	30.227990	0.027844	4.0
236	-1.171985	72.959739	30.393514	0.027406	3.8
237	-1.162752	73.959739	30.073447	0.022671	4.0
238	-1.181502	73.102975	30.347252	0.027438	3.8
239	-1.178357	74.102975	30.028153	0.027505	4.4
240	-1.182366	73.245175	30.301463	0.036316	3.9
241	-1.184841	74.245175	29.983321	0.027875	3.8
242	-1.138811	73.403860	30.250529	0.029297	4.8
243	-1.163570	72.546060	30.527921	0.023129	3.6
244	-1.145870	73.220203	30.309494	0.037613	3.9
245	-1.160887	74.220203	29.991184	0.036638	3.5
246	-1.184754	75.220203	29.679491	0.032415	3.5
247	-1.187515	76.220203	29.374210	0.030859	4.1
248	-1.128510	77.220196	29.075147	0.037866	3.4
249	-1.148292	78.220196	28.782111	0.025574	4.3
250	-1.154266	77.362396	29.033114	0.028677	3.8
251	-1.163140	78.102313	28.816347	0.033540	3.7
252	-1.186267	77.244513	29.067951	0.025320	4.1
253	-1.206950	76.386713	29.323987	0.023304	4.0
254	-1.231796	75.528913	29.584573	0.036019	3.8
255	-1.120056	74.710980	29.837399	0.024048	3.4
256	-1.159058	75.710980	29.528877	0.030394	3.5
257	-1.173051	76.710980	29.226671	0.038423	4.1
258	-1.164001	77.710980	28.930588	0.025916	3.9
259	-1.131719	78.710980	28.640443	0.033937	4.1
260	-1.148926	79.710980	28.356061	0.035400	4.3
261	-1.158449	80.710870	28.077301	0.025474	3.6
262	-1.142670	79.853071	28.316110	0.025821	3.7
263	-1.219519	80.852997	28.038121	0.026379	4.3
264	-1.203081	81.852997	27.765517	0.024671	3.8
265	-1.174848	82.852997	27.498163	0.025388	4.0
266	-1.190725	83.829173	27.242099	0.025132	3.6
267	-1.205800	82.971380	27.466853	0.022792	3.8
268	-1.194488	83.971380	27.205193	0.030655	4.0
269	-1.191071	83.113580	27.429339	0.031145	3.4
270	-1.174925	84.113580	27.168389	0.029439	3.6
271	-1.176706	85.113580	26.912358	0.028169	3.3
272	-1.200351	84.256577	27.131480	0.030829	3.2
273	-1.177258	83.398777	27.354407	0.031032	3.7
274	-1.124509	84.398777	27.094875	0.034755	3.8
275	-1.167897	85.398777	26.840221	0.038500	4.1
276	-1.151307	84.547139	27.056789	0.024050	3.7
277	-1.121305	83.689340	27.278486	0.026778	3.6
278	-1.136246	84.689339	27.020385	0.034340	3.7
279	-1.127000	83.852993	27.235910	0.028093	3.4
280	-1.195346	84.852993	26.978611	0.031082	3.3
281	-1.141190	85.852993	26.726127	0.030259	3.1
282	-1.144765	86.852993	26.478326	0.033711	3.1
283	-1.120479	87.852993	26.235077	0.031981	3.4
284	-1.145807	86.995193	26.443461	0.033708	3.9
285	-1.187073	87.988553	26.202446	0.030412	3.7
286	-1.117389	88.988553	25.964217	0.027801	4.0
287	-1.214128	89.988553	25.730281	0.026126	4.1
288	-1.134159	89.130767	25.930689	0.027697	3.8
289	-1.182301	88.272967	26.134247	0.032994	3.7
290	-1.183842	87.415167	26.341025	0.027450	3.5
291	-1.178986	86.557367	26.551102	0.024290	3.9
292	-1.167684	87.557367	26.306521	0.033593	4.1
293	-1.195673	88.361487	26.113093	0.032419	3.5
294	-1.173210	89.361487	25.876479	0.021688	4.1
295	-1.189179	88.503687	26.079183	0.038751	3.8
296	-1.233370	89.503687	25.843180	0.032952	3.4
297	-1.176971	90.503687	25.611410	0.029930	3.5
298	-1.176249	91.503687	25.383761	0.028773	3.5
299	-1.182441	92.503686	25.160123	0.035602	3.7
300	-1.197255	91.645886	25.351717	0.025655	3.6
301	-1.202060	92.645886	25.128641	0.025647	3.9
302	-1.144847	93.645886	24.909456	0.028198	4.0
303	-1.158182	92.789841	25.096851	0.028761	3.6
304	-1.196481	93.789841	24.878218	0.019229	3.4
305	-1.160925	92.932041	25.065527	0.024190	3.1
306	-1.185556	93.932039	24.847438	0.029841	3.1
307	-1.162213	94.932039	24.633110	0.025288	3.5
308	-1.169018	95.932039	24.422448	0.032744	3.5
309	-1.192434	95.074239	24.602932	0.030359	3.4
310	-1.192351	96.074239	24.392784	0.028797	3.3
311	-1.155554	95.216523	24.572811	0.027051	3.2
312	-1.171555	94.577854	24.708597	0.025717	3.4
313	-1.182169	95.577854	24.496648	0.027403	4.3
314	-1.162138	95.002796	24.618085	0.028133	4.5
315	-1.148303	96.002796	24.407679	0.032068	4.6
316	-1.171621	97.002793	24.200840	0.024246	5.5
317	-1.221615	96.144994	24.378051	0.032403	3.7
318	-1.180021	97.144318	24.171849	0.027151	3.6
319	-1.181706	98.144318	23.968971	0.026667	3.5
320	-1.166536	97.286518	24.142791	0.028012	4.3
321	-1.156968	96.428719	24.319150	0.025684	4.3
322	-1.165843	95.570921	24.498105	0.026677	4.1
323	-1.169968	94.713121	24.679713	0.027721	4.0
324	-1.143730	95.713119	24.468258	0.031302	4.1
325	-1.150898	96.687985	24.265575	0.028185	4.4
326	-1.202418	95.830185	24.443740	0.032175	3.8
327	-1.187906	96.830131	24.236302	0.024094	3.8
328	-1.139176	95.972331	24.414036	0.031566	3.3
329	-1.150475	95.114531	24.594395	0.025353	3.3
330	-1.164151	96.114531	24.384392	0.035239	4.1
331	-1.199058	95.256731	24.564313	0.027151	3.7
332	-1.119035	96.256731	24.354821	0.027654	3.7
333	-1.172646	97.255682	24.149086	0.036851	4.3
334	-1.146972	98.255676	23.946589	0.029521	3.7
335	-1.181968	99.255676	23.747458	0.029100	3.6
336	-1.205193	100.255676	23.551612	0.028976	3.5
337	-1.240835	101.255676	23.358970	0.028270	3.9
338	-1.170107	102.255676	23.169454	0.025510	4.7
339	-1.203167	101.397876	23.331832	0.027324	4.0
340	-1.165261	102.397876	23.142754	0.025889	5.8
341	-1.152666	103.397876	22.956716	0.035411	4.5
342	-1.171348	102.540076	23.116116	0.030440	4.5
343	-1.147954	103.540076	22.930504	0.031780	4.5
344	-1.161477	104.540076	22.747849	0.039066	4.1
345	-1.179711	105.540076	22.568081	0.033069	3.9
346	-1.196476	106.540076	22.391132	0.033162	4.1
347	-1.196988	107.540076	22.216936	0.030918	4.7
348	-1.181925	108.540031	22.045438	0.028476	4.2
349	-1.183484	109.540031	21.876559	0.038621	4.6
350	-1.191991	110.540031	21.710248	0.027645	4.4
351	-1.193715	109.682231	21.852754	0.034393	4.5
352	-1.186963	110.682231	21.686804	0.031076	4.7
353	-1.189651	111.682231	21.523354	0.027707	4.8
354	-1.184570	112.682231	21.362351	0.033510	4.1
355	-1.136183	111.824431	21.500312	0.030296	5.8
356	-1.147902	112.824431	21.339651	0.036010	4.6
357	-1.179935	111.966631	21.477318	0.029811	5.1
358	-1.127651	112.966631	21.317000	0.024863	3.6
359	-1.199731	113.966631	21.159057	0.023057	5.0
360	-1.226451	114.966631	21.003438	0.031045	5.1
361	-1.194665	115.966631	20.850091	0.025941	4.9
362	-1.152616	116.966631	20.698967	0.024343	4.1
363	-1.232957	116.108831	20.828466	0.025979	4.1
364	-1.184652	117.108831	20.677654	0.028029	3.5
365	-1.167710	118.108798	20.529015	0.027847	3.1
366	-1.173345	119.107432	20.382692	0.031280	4.3
367	-1.192425	120.107432	20.238244	0.026593	4.1
368	-1.223757	121.107432	20.095829	0.026896	3.3
369	-1.191735	122.065404	19.961267	0.020681	3.3
370	-1.169523	121.207604	20.081673	0.030051	3.3
371	-1.182936	120.383336	20.198750	0.031229	3.7
372	-1.201501	121.383336	20.056888	0.025457	3.9
373	-1.181250	122.383334	19.917006	0.031791	4.1
374	-1.205399	123.312022	19.788834	0.035289	4.4
375	-1.168995	124.312022	19.652653	0.032500	3.6
376	-1.248771	125.312022	19.518332	0.034206	3.4
377	-1.166595	124.454222	19.633440	0.026522	3.2
378	-1.204532	125.454222	19.499381	0.030775	3.1
379	-1.202689	124.596422	19.614264	0.031213	3.4
380	-1.243485	125.596422	19.480466	0.027400	3.7
381	-1.148799	126.596422	19.348482	0.029171	3.4
382	-1.233559	127.596422	19.218273	0.025498	4.0
383	-1.193214	128.559208	19.094556	0.025983	3.6
384	-1.186045	129.382896	18.989970	0.028409	3.4
385	-1.190250	130.382896	18.864527	0.032308	3.1
386	-1.199671	131.382896	18.740730	0.027559	3.5
387	-1.166599	130.815383	18.810786	0.031383	3.7
388	-1.225866	130.922206	18.797559	0.026291	4.4
389	-1.162576	131.922206	18.674637	0.045223	4.1
390	-1.173439	132.922206	18.553312	0.026106	3.6
391	-1.154543	133.922206	18.433553	0.028551	3.8
392	-1.174541	133.114410	18.530173	0.028543	3.7
393	-1.203424	134.114410	18.410712	0.025579	3.7
394	-1.212217	135.114410	18.292781	0.027362	3.1
395	-1.203036	135.027845	18.302930	0.031939	3.4
396	-1.210463	136.027845	18.186371	0.038375	3.6
397	-1.168945	137.027845	18.071288	0.031273	4.2
398	-1.183943	138.027845	17.957652	0.026029	4.3
399	-1.159508	139.027845	17.845436	0.031276	3.8
400	-1.215550	140.027845	17.734614	0.029769	3.5
401	-1.156908	141.027845	17.625160	0.021495	3.7
402	-1.156934	140.170045	17.718967	0.033837	3.2
403	-1.213383	141.170045	17.609705	0.029559	3.4
404	-1.197885	140.312245	17.703347	0.027843	3.7
405	-1.146684	139.454445	17.797990	0.022162	3.5
406	-1.154494	140.438720	17.689478	0.032427	3.8
407	-1.147564	139.580921	17.783972	0.025466	3.6
408	-1.197121	140.580921	17.673910	0.038998	3.4
409	-1.170295	141.460178	17.578256	0.029740	3.2
410	-1.159116	142.460178	17.470718	0.030751	3.1
411	-1.192920	143.460162	17.364489	0.024510	3.0
412	-1.185624	144.460162	17.259542	0.031970	3.8
413	-1.220541	145.460162	17.155857	0.024215	3.6
414	-1.175773	146.460162	17.053409	0.031789	3.7
415	-1.185521	147.460162	16.952178	0.029184	4.6
416	-1.200076	148.460162	16.852142	0.026149	3.7
417	-1.182400	149.460162	16.753279	0.040529	4.2
418	-1.184704	150.460117	16.655574	0.023487	4.0
419	-1.200140	149.602317	16.739319	0.026823	3.4
420	-1.165456	150.292012	16.671920	0.023771	3.1
421	-1.217426	151.286979	16.575638	0.027235	3.1
422	-1.194525	152.286972	16.479985	0.040095	3.9
423	-1.166319	153.286972	16.385428	0.032383	3.8
424	-1.228560	154.286972	16.291950	0.025456	3.6
425	-1.145415	155.286972	16.199533	0.034385	3.8
426	-1.215676	156.286972	16.108159	0.028332	4.1
427	-1.194408	157.286972	16.017809	0.029358	3.8
428	-1.141458	156.429172	16.095249	0.028175	4.1
429	-1.187450	157.429172	16.005044	0.029276	3.7
430	-1.186685	156.571372	16.082360	0.033583	3.3
431	-1.183146	157.571372	15.992298	0.025284	3.1
432	-1.190426	158.571372	15.903240	0.032654	3.1
433	-1.183245	159.571254	15.815179	0.027539	3.5
434	-1.153243	160.571254	15.728077	0.017938	3.6
435	-1.248977	161.571254	15.641929	0.029232	3.4
436	-1.249083	160.713454	15.715769	0.026114	3.8
437	-1.189114	160.897176	15.699896	0.033585	3.4
438	-1.210510	161.894465	15.614287	0.024499	3.5
439	-1.210826	162.894465	15.529378	0.030826	3.7
440	-1.217695	163.894465	15.445388	0.027423	3.4
441	-1.164404	164.894465	15.362301	0.026125	3.6
442	-1.191202	165.894465	15.280103	0.028065	3.3
443	-1.143381	166.894465	15.198780	0.031807	3.5
444	-1.166357	167.894465	15.118318	0.034893	3.8
445	-1.157089	167.036671	15.187286	0.035056	4.1
446	-1.169326	168.036671	15.106945	0.030348	3.8
447	-1.156461	167.178871	15.175809	0.026994	4.0
448	-1.181709	168.178871	15.095590	0.030960	3.3
449	-1.183634	169.178870	15.016214	0.031560	3.3
450	-1.213694	170.178870	14.937669	0.026845	4.0
451	-1.144938	171.178076	14.860002	0.019387	3.2
452	-1.178608	171.958223	14.799922	0.032088	3.5
453	-1.163127	171.100430	14.866009	0.024183	4.3
454	-1.194706	170.242631	14.932689	0.022214	4.1
455	-1.201407	169.384831	14.999970	0.028639	3.8
456	-1.205537	170.380816	14.921907	0.024700	3.9
457	-1.207913	171.373174	14.844932	0.024114	3.9
458	-1.167397	171.730794	14.817387	0.029993	3.8
459	-1.225766	172.730789	14.740902	0.025719	3.1
460	-1.178254	173.730773	14.665205	0.026056	3.5
461	-1.167146	174.730705	14.590285	0.030530	3.8
462	-1.194660	173.872905	14.654509	0.035361	3.7
463	-1.172270	173.015105	14.719301	0.029610	3.8
464	-1.198815	172.157305	14.784668	0.027110	3.4
465	-1.190992	172.583775	14.752097	0.031118	3.8
466	-1.178810	172.801688	14.735510	0.024351	3.9
467	-1.176877	173.801688	14.659866	0.030984	3.5
468	-1.168684	174.801688	14.584995	0.025702	3.2
469	-1.195084	175.800775	14.510952	0.026817	3.4
470	-1.208366	175.187013	14.556349	0.033501	3.7
471	-1.190164	176.187013	14.482529	0.021185	4.2
472	-1.187685	175.334730	14.545397	0.038761	3.6
473	-1.208184	176.334589	14.471698	0.029552	4.6
474	-1.185538	177.334589	14.398732	0.021064	4.1
475	-1.154721	178.334589	14.326498	0.025572	3.5
476	-1.182411	177.476791	14.388416	0.030170	3.1
477	-1.221695	178.476791	14.316285	0.035984	3.1
478	-1.196427	179.433845	14.247926	0.031995	3.3
479	-1.159383	180.433845	14.177194	0.033170	3.8
480	-1.161941	181.433845	14.107160	0.038265	3.7
481	-1.193433	182.433845	14.037815	0.024807	3.4
482	-1.198429	183.433845	13.969148	0.032515	3.7
483	-1.189664	182.576208	14.027998	0.027721	3.8
484	-1.153755	181.718408	14.087357	0.026745	3.9
485	-1.250378	182.718408	14.018206	0.028366	4.2
486	-1.173398	183.718361	13.949734	0.027547	4.2
487	-1.169663	184.718361	13.881924	0.027088	4.4
488	-1.208134	185.718361	13.814770	0.030270	5.4
489	-1.218938	186.718361	13.748263	0.028401	4.5
490	-1.240640	186.889674	13.736934	0.029596	3.7
491	-1.200327	186.031917	13.793847	0.030553	3.2
492	-1.161111	187.031917	13.727541	0.031426	3.0
493	-1.199285	186.174117	13.784380	0.024435	3.0
494	-1.200078	187.174116	13.718164	0.030797	3.5
495	-1.177870	186.316319	13.774925	0.028645	3.5
496	-1.161701	187.316319	13.708800	0.032062	3.5
497	-1.188824	188.316186	13.643315	0.022905	3.7
498	-1.182634	189.316186	13.578445	0.038071	3.6
499	-1.198607	190.316186	13.514188	0.027023	3.2
500	-1.208665	191.316186	13.450537	0.037134	3.1
501	-1.233572	192.316186	13.387482	0.025146	3.0
502	-1.210901	193.316186	13.325016	0.027472	3.2
503	-1.199114	192.458386	13.378564	0.025634	3.9
504	-1.225388	193.458386	13.316181	0.023003	3.5
505	-1.238677	193.626792	13.305732	0.032294	3.3
506	-1.152631	192.768992	13.359125	0.025143	3.1
507	-1.220552	191.911345	13.412938	0.026307	3.1
508	-1.189021	192.911345	13.350235	0.031870	3.4
509	-1.163823	193.911345	13.288115	0.022209	3.6
510	-1.212978	194.911282	13.226575	0.027392	3.3
511	-1.258222	194.053482	13.279332	0.027932	3.8
512	-1.173480	195.053482	13.217869	0.023524	3.3
513	-1.191338	196.053482	13.156972	0.029562	3.2
514	-1.179955	195.195682	13.209175	0.039176	3.4
