1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
44	-0.955762	10.801706	43.603299	0.003151	2.9
45	-0.973499	11.801704	42.274003	0.003045	3.1
46	-1.031885	11.772924	42.311126	0.004723	3.3
47	-1.024535	11.743838	42.348711	0.004025	3.1
48	-1.020277	12.743838	41.093705	0.006247	3.1
49	-1.005150	13.743838	39.910943	0.007024	2.8
50	-1.002935	14.743838	38.794360	0.002646	2.9
51	-1.027182	14.714752	38.825954	0.002453	2.8
52	-1.023983	14.685738	38.857521	0.003527	3.0
53	-0.975499	14.656653	38.889217	0.002893	3.5
54	-0.993735	14.627567	38.920966	0.003510	3.4
55	-1.033012	14.609177	38.941066	0.003372	3.6
56	-0.998376	14.580094	38.972896	0.004917	3.3
57	-1.024307	15.504225	37.986269	0.005353	3.2
58	-0.968658	15.475139	38.016560	0.004835	3.2
59	-0.987172	16.475139	37.002112	0.003573	3.2
60	-0.978621	16.446054	37.030853	0.004022	3.1
61	-0.961912	16.419282	37.057347	0.003661	3.4
62	-1.017394	17.403735	36.107407	0.003984	3.4
63	-1.000869	17.374651	36.134774	0.004453	3.3
64	-0.975580	17.345565	36.162182	0.003495	3.5
65	-0.985517	17.316479	36.189633	0.004570	3.8
66	-0.991221	17.736597	35.797138	0.004759	3.2
67	-1.026423	18.736577	34.896295	0.004137	2.8
68	-1.020205	19.730279	34.044925	0.004285	3.1
69	-1.013071	19.701194	34.069254	0.003163	3.3
70	-1.000750	19.672117	34.093610	0.004768	3.7
71	-0.991716	19.643032	34.118009	0.003641	3.1
72	-1.019172	19.615152	34.141428	0.004269	3.2
73	-0.968892	20.600592	33.332682	0.003941	3.2
74	-0.946453	20.571506	33.356004	0.003332	2.8
75	-0.994051	20.542540	33.379262	0.005007	2.9
76	-0.992130	20.892930	33.100079	0.004314	3.9
77	-1.003897	21.892930	32.328388	0.004196	3.0
78	-1.012188	21.904291	32.319828	0.005237	3.3
79	-1.015876	21.875206	32.341753	0.005147	3.8
80	-0.996284	22.875205	31.604623	0.004670	3.9
81	-1.042755	22.846120	31.625588	0.003887	3.6
82	-0.996691	22.817034	31.646581	0.003181	3.6
83	-0.979898	22.787951	31.667600	0.006017	3.3
84	-1.003434	22.758866	31.688649	0.004476	3.3
85	-0.974887	22.729780	31.709725	0.004633	3.2
86	-1.016841	22.700694	31.730830	0.004838	3.3
87	-1.002101	23.700694	31.020979	0.003490	3.9
88	-1.002218	23.671609	31.041177	0.004453	3.5
89	-0.943383	23.646871	31.058376	0.004421	3.1
90	-0.981058	24.600633	30.408774	0.005855	3.5
91	-1.033602	24.572370	30.427632	0.004744	3.1
92	-1.036386	25.568686	29.776647	0.003233	3.3
93	-1.022449	26.340676	29.291075	0.003065	3.0
94	-1.077649	26.382470	29.265239	0.003333	3.1
95	-0.970021	26.353384	29.283215	0.004731	3.4
96	-1.054003	26.332828	29.295932	0.003513	3.5
97	-1.014822	26.303742	29.313945	0.003488	3.5
98	-1.024346	26.274657	29.331981	0.003396	3.3
99	-0.988761	26.245571	29.350038	0.003362	3.6
100	-1.017369	26.216486	29.368118	0.003579	3.2
101	-0.960271	26.187404	29.386217	0.005545	3.1
102	-0.995957	27.176963	28.782622	0.003558	3.2
103	-0.940031	27.147877	28.800010	0.003984	3.1
104	-1.000119	27.118791	28.817418	0.003566	3.1
105	-0.975736	27.397057	28.651728	0.002621	2.9
106	-1.009598	27.367972	28.668957	0.004300	3.6
107	-0.993084	27.338887	28.686207	0.003767	2.9
108	-0.977689	27.309801	28.703478	0.004677	3.1
109	-0.991087	27.280715	28.720770	0.003209	2.9
110	-1.004045	27.335297	28.688338	0.006690	2.9
111	-1.056883	28.335296	28.106841	0.004942	3.0
112	-1.035096	28.376045	28.083645	0.004125	3.4
113	-1.013732	28.346960	28.100198	0.005802	3.2
114	-0.976771	28.317874	28.116770	0.005123	3.0
115	-1.003150	28.288800	28.133355	0.004610	2.8
116	-0.974642	28.259715	28.149966	0.004365	2.8
117	-0.995312	28.230629	28.166598	0.003913	3.0
118	-1.014368	28.914634	27.780617	0.005487	4.0
119	-0.970840	28.895095	27.791495	0.005604	3.7
120	-1.024015	28.866010	27.807706	0.003992	3.5
121	-0.993187	28.836924	27.823935	0.003928	3.3
122	-0.985841	28.807838	27.840183	0.004278	3.1
123	-0.997756	28.778753	27.856450	0.005267	3.2
124	-0.998289	28.777414	27.857199	0.004441	3.9
125	-0.989159	28.748328	27.873486	0.007680	3.7
126	-0.991563	29.744196	27.326462	0.005068	3.7
127	-1.041654	30.744196	26.798355	0.005678	3.8
128	-1.054275	31.744194	26.290274	0.003185	3.6
129	-1.017873	31.723595	26.300546	0.005241	3.9
130	-1.014337	31.694513	26.315061	0.007800	3.5
131	-0.991187	31.665427	26.329594	0.006415	3.6
132	-0.978704	31.636341	26.344143	0.005438	3.4
133	-1.023037	31.607256	26.358708	0.003582	3.0
134	-0.986262	31.578170	26.373290	0.005010	4.4
135	-1.009831	31.549084	26.387887	0.003580	3.4
136	-1.042943	31.519999	26.402501	0.004313	3.9
137	-1.044695	31.490913	26.417131	0.006673	4.1
138	-1.012282	31.461827	26.431777	0.005018	3.5
139	-0.992511	31.432741	26.446439	0.004016	3.5
140	-1.025660	31.403656	26.461118	0.005157	2.9
141	-1.021761	31.374572	26.475812	0.005823	2.7
142	-1.033622	31.345486	26.490523	0.005213	3.2
143	-0.993841	31.316419	26.505242	0.004968	3.1
144	-1.036087	31.287333	26.519986	0.005057	3.2
145	-0.978826	31.258247	26.534746	0.004743	3.2
146	-1.019267	31.229161	26.549523	0.005115	3.1
147	-0.994172	31.200076	26.564316	0.004913	3.1
148	-0.995692	31.170990	26.579126	0.004310	3.1
149	-1.073482	31.141904	26.593952	0.005682	2.8
150	-1.049747	31.112819	26.608795	0.006546	2.7
151	-1.013367	31.083733	26.623655	0.005946	2.7
152	-0.996058	31.054647	26.638531	0.004891	3.2
153	-1.028061	31.025561	26.653423	0.004613	3.0
154	-1.001427	30.996476	26.668333	0.004457	3.0
155	-1.016672	30.967390	26.683259	0.006118	3.2
156	-1.028197	30.938305	26.698201	0.006629	3.3
157	-1.022722	31.938304	26.193875	0.006298	3.1
158	-1.007887	31.909219	26.208274	0.005881	2.8
159	-0.992447	31.880134	26.222689	0.005270	2.6
160	-1.012474	31.851048	26.237120	0.003754	2.7
161	-1.041188	31.821962	26.251568	0.004603	2.7
162	-1.013224	31.792877	26.266031	0.005599	3.7
163	-1.003672	31.763791	26.280510	0.003777	3.8
164	-1.015887	31.915898	26.204966	0.006280	3.0
165	-0.999404	31.886813	26.219378	0.004918	3.0
166	-1.022989	31.857727	26.233805	0.006328	3.2
167	-1.023763	31.828641	26.248249	0.006369	2.9
168	-1.010957	31.799556	26.262708	0.004314	3.5
169	-1.034461	31.770561	26.277138	0.006920	3.2
170	-0.984753	31.741476	26.291629	0.007639	2.9
171	-1.037190	31.712391	26.306136	0.005659	3.0
172	-1.014088	31.683305	26.320659	0.005219	2.7
173	-0.964966	31.654640	26.334988	0.004957	2.7
174	-1.028999	31.625554	26.349543	0.006744	2.9
175	-1.029699	31.596468	26.364115	0.005568	3.2
176	-1.070845	31.567383	26.378702	0.005435	2.9
177	-1.026559	31.538297	26.393305	0.004226	2.9
178	-1.036426	31.509211	26.407925	0.006234	3.1
179	-1.052360	31.480125	26.422561	0.008587	3.0
180	-1.011860	31.451050	26.437208	0.005458	2.8
181	-1.050152	31.421968	26.451875	0.005645	2.8
182	-1.019328	31.392882	26.466559	0.004096	2.7
183	-1.016306	31.363796	26.481260	0.005041	2.7
184	-1.035292	31.334711	26.495977	0.005126	3.0
185	-1.005316	31.305625	26.510711	0.004135	3.2
186	-1.030561	31.276539	26.525461	0.004517	3.0
187	-0.988156	31.247454	26.540228	0.003674	3.0
188	-1.035546	31.218430	26.554979	0.005262	3.5
189	-1.024031	31.189344	26.569778	0.004881	2.8
190	-0.981040	31.160259	26.584594	0.006121	2.9
191	-0.969478	31.131173	26.599427	0.004621	3.2
192	-1.045971	31.102087	26.614276	0.005654	3.2
193	-1.031856	32.044395	26.141486	0.004104	3.0
194	-1.042824	32.016520	26.155231	0.003947	2.8
195	-1.047679	31.987434	26.169588	0.003823	2.8
196	-1.045347	31.958349	26.183961	0.004058	2.7
197	-1.006628	31.929263	26.198349	0.004388	3.0
198	-1.020417	31.900177	26.212754	0.003598	3.3
199	-1.058834	31.871092	26.227174	0.005919	3.2
200	-1.016598	31.842006	26.241610	0.003142	3.0
201	-1.081498	31.812921	26.256062	0.005744	3.2
202	-1.046498	31.783835	26.270530	0.005888	3.1
203	-1.035463	31.754749	26.285014	0.007647	3.0
204	-1.006198	31.725730	26.299481	0.005382	3.3
205	-1.015688	32.717454	25.813943	0.004776	3.3
206	-1.020209	32.688369	25.827928	0.005061	2.8
207	-0.996914	32.659283	25.841928	0.005180	2.7
208	-1.019826	32.639493	25.851462	0.007929	2.7
209	-1.010410	32.610408	25.865487	0.004479	2.8
210	-0.998382	32.611931	25.864752	0.005504	3.1
211	-1.079003	32.582845	25.878792	0.008088	3.4
212	-1.041172	32.553759	25.892847	0.007082	2.8
213	-1.070362	32.524674	25.906918	0.004351	3.3
214	-1.041326	32.495588	25.921003	0.005833	3.3
215	-1.019060	32.466502	25.935104	0.004632	3.0
216	-1.024159	32.876896	25.737550	0.004621	3.0
217	-1.029950	32.847810	25.751452	0.004180	3.2
218	-1.045441	32.818724	25.765369	0.005240	3.1
219	-1.032139	32.789639	25.779301	0.003211	3.0
220	-1.024041	32.760553	25.793249	0.005164	2.8
221	-1.060587	32.731496	25.807197	0.006537	2.8
222	-1.062285	33.731496	25.335673	0.007833	2.7
223	-1.023817	33.702411	25.349145	0.005478	3.3
224	-1.039689	34.482757	24.992618	0.003821	3.3
225	-1.035020	34.453671	25.005726	0.005580	2.9
226	-1.025986	34.424585	25.018849	0.003687	3.2
227	-1.017590	34.395500	25.031985	0.003788	3.3
228	-1.039044	34.366414	25.045135	0.005365	2.9
229	-1.042387	34.337622	25.058166	0.004555	2.7
230	-1.077130	34.308537	25.071343	0.004165	2.7
231	-1.050549	34.282944	25.082950	0.005261	2.7
232	-1.011649	34.253858	25.096154	0.003300	2.7
233	-1.085923	34.224772	25.109371	0.003510	3.7
234	-1.026834	34.195687	25.122603	0.003572	3.1
235	-1.070193	34.166602	25.135848	0.003834	3.0
236	-1.059954	34.137516	25.149107	0.003831	2.7
237	-1.057049	34.108430	25.162381	0.004649	2.8
238	-0.994091	34.079345	25.175668	0.006237	2.8
239	-1.051490	34.050259	25.188970	0.004115	3.0
240	-1.031330	34.138895	25.148478	0.004215	3.4
241	-1.020820	34.109809	25.161751	0.003058	2.9
242	-1.067154	34.082674	25.174147	0.004840	3.3
243	-1.070066	34.053596	25.187443	0.004881	3.7
244	-1.069996	34.024510	25.200757	0.004826	3.0
245	-1.096623	33.995424	25.214085	0.004313	2.7
246	-1.025122	33.966339	25.227427	0.005973	2.7
247	-1.033238	33.937254	25.240783	0.004171	2.7
248	-1.061413	33.908168	25.254154	0.003725	2.7
249	-1.064398	33.879082	25.267538	0.004899	3.2
250	-1.040302	33.849998	25.280937	0.005647	3.1
251	-1.090118	33.820912	25.294350	0.002721	3.0
252	-1.089707	33.791869	25.307757	0.006337	3.0
253	-1.053092	33.762783	25.321199	0.002514	3.5
254	-1.074596	33.733698	25.334654	0.005340	3.2
255	-1.050520	33.704615	25.348123	0.004909	3.1
256	-1.054302	33.675530	25.361607	0.003692	3.3
257	-0.986873	33.646444	25.375106	0.006053	2.9
258	-1.034052	33.617358	25.388619	0.003923	2.9
259	-1.026591	33.588273	25.402147	0.005524	3.2
260	-1.037242	33.559189	25.415688	0.003383	3.0
261	-1.072490	33.530104	25.429244	0.004101	3.0
262	-0.997016	33.506818	25.440108	0.004390	3.1
263	-1.025013	33.477732	25.453690	0.004170	3.1
264	-1.074313	33.448647	25.467287	0.004207	2.9
265	-1.034785	33.419561	25.480899	0.004208	2.7
266	-1.057011	33.390475	25.494525	0.003987	2.6
267	-1.078450	33.361392	25.508164	0.004797	2.7
268	-1.028135	33.332309	25.521818	0.003392	3.3
269	-1.046183	33.303223	25.535488	0.004633	3.4
270	-1.051799	33.274137	25.549173	0.003359	2.8
271	-1.073775	34.247630	25.098983	0.005870	3.0
272	-1.047872	34.984048	24.768829	0.004411	3.2
273	-1.037457	35.983744	24.334296	0.003651	2.9
274	-1.053950	35.954659	24.346723	0.004815	2.9
275	-1.065819	35.925573	24.359163	0.003444	3.1
276	-1.075920	35.896488	24.371615	0.003743	3.3
277	-1.076506	35.867414	24.384075	0.003138	3.7
278	-1.056427	35.881989	24.377828	0.006283	3.9
279	-1.075777	35.852903	24.390299	0.004440	3.7
280	-1.033559	36.784062	23.997263	0.005405	3.6
281	-1.061665	37.784062	23.589036	0.004239	3.7
282	-1.070576	38.784059	23.194466	0.002704	4.1
283	-1.038881	38.754973	23.205756	0.003939	4.0
284	-1.060264	38.733225	23.214205	0.003210	3.7
285	-1.038919	39.670027	22.855756	0.006348	4.0
286	-1.016308	39.640942	22.866718	0.002934	3.2
287	-1.013691	39.611856	22.877691	0.004193	2.9
288	-1.077626	39.582771	22.888674	0.005258	3.0
289	-1.070056	39.553688	22.899668	0.005252	3.5
290	-1.095438	40.553688	22.527640	0.005544	3.1
291	-1.032057	40.531224	22.535864	0.006393	3.4
292	-1.044417	40.502138	22.546522	0.004705	3.3
293	-1.060021	40.473053	22.557190	0.002809	3.1
294	-1.053862	41.462915	22.199722	0.003401	3.7
295	-1.072553	41.433829	22.210064	0.004645	3.3
296	-1.089175	41.404743	22.220415	0.002598	3.4
297	-1.028861	41.375658	22.230777	0.004009	3.8
298	-1.057189	41.346572	22.241148	0.003612	4.3
299	-1.045832	41.317487	22.251528	0.005011	4.0
300	-1.058390	41.290392	22.261207	0.002967	3.7
301	-1.047785	41.261315	22.271603	0.005285	4.3
302	-1.002261	41.232230	22.282012	0.005259	3.5
303	-1.028279	41.203144	22.292431	0.004082	3.4
304	-1.036768	41.174203	22.302808	0.003739	3.4
305	-1.070216	41.145118	22.313246	0.004115	3.6
306	-1.056104	41.116032	22.323694	0.003803	3.2
307	-1.064702	41.086946	22.334152	0.003289	3.3
308	-1.056233	41.057861	22.344620	0.002693	3.9
309	-1.088638	41.028795	22.355090	0.005534	3.0
310	-1.087858	42.008305	22.007564	0.004281	2.9
311	-1.058041	41.979219	22.017728	0.004399	2.6
312	-1.058425	41.950134	22.027901	0.005941	2.7
313	-1.055083	42.950102	21.683458	0.004374	2.7
314	-1.038257	42.921016	21.693324	0.004084	3.0
315	-1.031770	42.909780	21.697138	0.004970	3.5
316	-1.007203	42.880829	21.706971	0.006006	3.2
317	-1.088483	42.851744	21.716859	0.003681	3.4
318	-1.097286	43.851735	21.381993	0.003827	3.3
319	-1.056327	43.822684	21.391575	0.003968	3.1
320	-1.103907	43.795289	21.400619	0.004356	3.3
321	-1.027095	43.766204	21.410230	0.007197	3.3
322	-1.065015	44.766204	21.084679	0.004641	3.0
323	-1.056380	44.737118	21.094008	0.003037	2.9
324	-1.046696	44.997671	21.010731	0.002730	2.7
325	-1.056905	44.968585	21.019995	0.003426	2.8
326	-1.057962	45.003560	21.008857	0.005132	3.1
327	-1.050192	44.984521	21.014918	0.004937	3.5
328	-1.082062	45.981090	20.702251	0.007923	3.3
329	-1.034258	45.952007	20.711243	0.004529	3.2
330	-1.060958	45.922921	20.720245	0.003150	3.3
331	-1.020812	45.908115	20.724830	0.003533	3.3
332	-1.085789	45.982717	20.701748	0.003930	2.9
333	-1.031123	46.881681	20.427592	0.002033	3.5
334	-1.041423	46.852752	20.436302	0.002672	3.1
335	-1.021741	46.824255	20.444888	0.002811	3.1
336	-1.081037	46.795331	20.453611	0.002553	3.5
337	-1.060075	46.767145	20.462118	0.004855	3.3
338	-1.064987	46.738749	20.470696	0.003098	3.0
339	-1.084508	47.595485	20.215023	0.003351	2.8
340	-1.053796	47.566399	20.223598	0.002260	2.7
341	-1.048197	47.566770	20.223489	0.005945	2.9
342	-1.070229	47.537685	20.232071	0.002908	3.2
343	-1.062099	47.508599	20.240661	0.004503	3.2
344	-1.013632	47.479525	20.249254	0.004633	2.8
345	-1.062692	48.476467	19.958691	0.002713	3.1
346	-1.072832	48.447382	19.967050	0.003270	3.1
347	-1.062726	48.452879	19.965469	0.002886	3.0
348	-1.070817	48.425884	19.973232	0.007363	3.0
349	-1.054261	49.425884	19.689626	0.003332	2.8
350	-1.057198	49.396823	19.697754	0.003496	2.7
351	-1.062646	49.367738	19.705896	0.005078	2.7
352	-1.056561	49.338652	19.714044	0.004974	3.1
353	-1.011593	50.338652	19.437700	0.003419	3.3
354	-1.077011	50.309567	19.445628	0.003740	3.1
355	-1.037654	50.280481	19.453563	0.003991	3.2
356	-1.036394	51.278150	19.185042	0.003923	3.3
357	-1.061661	51.249743	19.192585	0.005117	3.2
358	-1.106217	52.246617	18.931377	0.003895	3.4
359	-1.056209	52.217531	18.938898	0.004206	3.4
360	-1.010834	52.188445	18.946424	0.003364	2.9
361	-1.057657	53.188313	18.691075	0.001960	2.9
362	-1.015746	53.159276	18.698393	0.004979	2.8
363	-1.015129	53.130684	18.705605	0.003665	2.8
364	-1.110011	54.122614	18.458614	0.005002	2.9
365	-1.059568	55.122613	18.216129	0.005407	3.2
366	-1.081832	56.122612	17.979932	0.004267	3.1
367	-1.041087	56.093527	17.986715	0.004760	2.8
368	-1.031414	57.093527	17.756392	0.002996	3.0
369	-1.060376	57.064442	17.763008	0.003672	3.3
370	-1.049264	57.035375	17.769624	0.004361	3.1
371	-1.014915	57.006290	17.776250	0.002162	3.1
372	-1.045560	56.978195	17.782655	0.004049	2.8
373	-1.075755	56.949123	17.789287	0.003717	2.8
374	-1.116958	56.920037	17.795927	0.003310	3.0
375	-1.111480	57.644949	17.631893	0.003832	3.2
376	-1.060745	57.799935	17.597214	0.002861	3.2
377	-1.080669	57.770851	17.603711	0.003520	3.1
378	-1.037294	58.406116	17.462878	0.002628	3.2
379	-1.012772	58.378783	17.468891	0.002601	3.2
380	-1.012107	58.349700	17.475294	0.004740	2.8
381	-1.070696	58.320618	17.481701	0.003784	2.8
382	-1.084886	59.320618	17.264052	0.003262	2.7
383	-1.011982	59.291558	17.270300	0.003930	2.7
384	-1.102224	59.262473	17.276559	0.003372	3.2
385	-1.063475	59.233387	17.282822	0.002729	3.1
386	-1.088237	59.231269	17.283278	0.004623	2.9
387	-1.015204	59.202183	17.289546	0.003214	2.8
388	-1.078475	59.173365	17.295761	0.002987	2.8
389	-1.034358	59.144279	17.302037	0.003917	2.9
390	-1.058062	60.141069	17.089488	0.003478	2.9
391	-1.052697	61.139345	16.881792	0.002381	3.1
392	-1.036307	61.126820	16.884366	0.003310	3.1
393	-1.062171	61.280852	16.852758	0.002679	2.8
394	-1.007593	61.253834	16.858294	0.002933	3.4
395	-1.073483	61.227732	16.863645	0.003253	2.9
396	-1.054747	61.229231	16.863338	0.002883	2.8
397	-1.050214	61.404500	16.827471	0.003034	2.8
398	-1.064047	62.197226	16.667134	0.002830	2.7
399	-1.074487	62.168142	16.672962	0.004012	2.6
400	-1.043303	62.139058	16.678795	0.003516	2.7
401	-1.037766	63.130549	16.482233	0.003932	3.1
402	-1.102913	63.101464	16.487933	0.003956	3.2
403	-1.048558	64.101439	16.294193	0.004310	3.0
404	-1.059929	64.072421	16.299751	0.004163	3.1
405	-1.038382	64.043335	16.305326	0.005211	3.4
406	-1.057672	65.043232	16.115844	0.004313	3.0
407	-1.045368	65.014146	16.121294	0.004047	2.9
408	-1.012366	64.985060	16.126747	0.002975	2.7
409	-1.108825	64.955981	16.132203	0.003755	2.7
410	-1.064449	65.883428	15.959998	0.004241	3.0
411	-1.059926	66.883427	15.778394	0.003480	3.6
412	-1.052974	67.878514	15.601738	0.003285	3.0
413	-1.043782	67.849428	15.606846	0.004644	2.8
414	-1.082499	67.820343	15.611956	0.002865	2.6
415	-1.062312	67.803609	15.614898	0.005547	2.7
416	-1.028725	67.774523	15.620014	0.003697	2.7
417	-0.989836	67.745437	15.625134	0.002810	3.1
418	-1.074825	67.716352	15.630256	0.004310	3.0
419	-1.000413	67.691214	15.634686	0.003327	3.1
420	-1.039498	67.662129	15.639815	0.003564	3.0
421	-1.056946	67.633087	15.644940	0.003194	2.7
422	-1.051565	67.604002	15.650076	0.004666	2.7
423	-1.087037	67.574922	15.655214	0.002949	2.8
424	-1.058953	68.574909	15.480444	0.002703	3.0
425	-1.026237	68.546213	15.485404	0.004956	3.3
426	-1.052866	68.517225	15.490419	0.005032	2.8
427	-1.064380	68.488139	15.495454	0.004539	3.3
428	-1.048337	68.459055	15.500491	0.004834	3.4
429	-1.083538	68.429969	15.505533	0.004940	3.0
430	-1.022952	69.426272	15.334695	0.004875	2.8
431	-1.081715	69.397186	15.339629	0.003595	2.7
432	-1.056140	70.397186	15.171794	0.002579	2.7
433	-1.045320	70.368105	15.176623	0.002833	2.7
434	-1.040312	70.350603	15.179531	0.004439	3.1
435	-1.043235	71.171264	15.044378	0.002815	3.2
436	-1.044487	71.142342	15.049100	0.006191	3.0
437	-1.055275	72.059868	14.900723	0.004596	3.2
438	-1.072473	73.059868	14.742306	0.003482	3.4
439	-1.074622	73.030782	14.746866	0.005141	3.0
440	-1.039520	73.001714	14.751426	0.003315	2.9
441	-1.034429	73.972562	14.600631	0.003384	3.2
442	-1.094110	73.943634	14.605079	0.003167	2.8
443	-1.052848	74.919017	14.456563	0.002760	3.1
444	-1.078384	74.889943	14.460946	0.002167	3.3
445	-1.028724	74.866482	14.464485	0.003642	3.5
446	-1.069821	74.837463	14.468865	0.002555	3.3
447	-1.051087	74.808381	14.473257	0.004733	2.7
448	-1.076971	74.779340	14.477645	0.004065	2.8
449	-1.044946	74.750254	14.482043	0.002569	3.1
450	-1.064414	74.998733	14.444559	0.003896	3.5
451	-1.061292	74.972139	14.448561	0.003356	3.4
452	-1.080188	74.943067	14.452939	0.003767	3.1
453	-1.024237	75.850218	14.317565	0.004060	3.1
454	-1.061589	76.834716	14.173489	0.002926	3.5
455	-1.058349	77.371668	14.096125	0.002985	3.3
456	-1.009401	77.342642	14.100285	0.005355	2.9
457	-1.073538	77.313628	14.104447	0.003366	2.8
458	-1.064471	77.284542	14.108621	0.003500	2.8
459	-1.084486	77.255456	14.112797	0.002328	3.2
460	-1.070751	77.226957	14.116892	0.004382	3.2
461	-1.077955	77.198301	14.121011	0.002481	3.1
462	-1.058566	78.195867	13.979003	0.003417	3.2
463	-1.062619	79.136396	13.847705	0.003892	3.8
464	-1.055303	79.107310	13.851729	0.003983	2.9
465	-1.070607	79.078225	13.855755	0.002748	2.8
466	-1.061357	79.116838	13.850411	0.006265	2.7
467	-1.089364	79.087792	13.854430	0.003483	2.8
468	-1.066604	80.087792	13.717377	0.005092	3.0
469	-1.047505	80.058765	13.721317	0.001350	3.4
470	-1.119084	80.064038	13.720601	0.003118	3.2
471	-0.998386	80.035790	13.724437	0.004127	3.1
472	-1.039165	80.006710	13.728388	0.004027	3.5
473	-1.108907	81.006701	13.593806	0.004033	3.6
474	-1.037580	80.977615	13.597683	0.004158	3.2
475	-1.071306	81.977615	13.465638	0.005337	2.8
476	-1.097198	81.948529	13.469443	0.003288	3.1
477	-1.070381	81.919837	13.473198	0.003005	3.1
478	-1.083809	82.037494	13.457813	0.004854	3.5
479	-1.037649	82.008408	13.461613	0.003338	3.1
480	-1.090014	82.101148	13.449504	0.002920	3.2
481	-1.038946	82.072064	13.453299	0.003361	4.2
482	-1.057494	82.078033	13.452520	0.002828	3.8
483	-1.075540	82.048952	13.456317	0.003817	3.3
484	-1.075953	82.031659	13.458575	0.004794	2.9
485	-1.069495	83.031659	13.329205	0.005587	3.1
486	-1.057727	83.002574	13.332933	0.002554	3.4
487	-1.069881	84.000636	13.206199	0.003908	3.7
488	-1.068082	83.972287	13.209766	0.003139	3.5
489	-1.056678	84.370694	13.159819	0.003896	3.8
490	-1.075069	84.358993	13.161281	0.005274	3.2
491	-1.062556	85.345694	13.039167	0.003924	3.0
492	-1.038927	85.316661	13.042728	0.005607	2.8
493	-1.078855	85.287576	13.046297	0.004015	2.8
494	-1.042970	85.258491	13.049868	0.003524	2.8
495	-1.069164	86.045142	12.953968	0.003600	2.9
496	-1.044020	86.016056	12.957488	0.002998	3.4
497	-1.060274	85.986970	12.961011	0.004244	3.0
498	-1.056892	86.028412	12.955993	0.002075	3.3
499	-1.088534	85.999326	12.959514	0.002892	3.2
500	-1.066129	85.970303	12.963031	0.004623	3.0
501	-1.034801	85.941949	12.966468	0.002794	2.8
502	-1.050479	85.912863	12.969995	0.004154	3.0
503	-1.070491	85.883807	12.973521	0.002385	3.4
504	-1.067356	86.501265	12.899005	0.003417	3.4
505	-1.079060	86.472264	12.902485	0.005143	3.7
506	-1.083229	87.468705	12.783957	0.003068	2.9
507	-1.078852	88.468705	12.667176	0.004060	3.1
508	-1.073627	88.439620	12.670542	0.004989	4.1
509	-1.042632	88.410534	12.673911	0.006818	3.1
510	-1.052751	89.410534	12.559122	0.004346	3.0
511	-1.053815	90.410534	12.446393	0.003090	3.3
512	-1.047812	90.381448	12.449643	0.003024	3.7
513	-1.034443	90.892662	12.392764	0.003389	3.2
514	-1.069270	91.122203	12.367393	0.003930	3.6
