[[-4.52449799e+01 -2.39091869e-02]
 [-4.56875305e+01  6.58896565e-02]
 [-4.54991264e+01  6.71228468e-02]
 [-4.53085632e+01  6.83558732e-02]
 [-4.51157188e+01  6.95910081e-02]
 [-4.49204636e+01  7.08305240e-02]
 [-4.47226715e+01  7.20766932e-02]
 [-4.45222206e+01  7.33317882e-02]
 [-4.43189850e+01  7.45980814e-02]
 [-4.41128387e+01  7.58778453e-02]
 [-4.39036522e+01  7.71733448e-02]
 [-4.36913033e+01  7.84868523e-02]
 [-4.34756660e+01  7.98206478e-02]
 [-4.32566109e+01  8.11769962e-02]
 [-4.30340195e+01  8.25581774e-02]
 [-4.28077583e+01  8.39664564e-02]
 [-4.25777092e+01  8.54040980e-02]
 [-4.23437805e+01  8.68715942e-02]
 [-4.21060638e+01  8.83622393e-02]
 [-4.18646889e+01  8.98675397e-02]
 [-4.16197815e+01  9.13789943e-02]
 [-4.13714752e+01  9.28881243e-02]
 [-4.11198921e+01  9.43864286e-02]
 [-4.08651657e+01  9.58654061e-02]
 [-4.06074219e+01  9.73165780e-02]
 [-4.03467941e+01  9.87314358e-02]
 [-4.00834084e+01  1.00101493e-01]
 [-3.98173904e+01  1.01418257e-01]
 [-3.95488777e+01  1.02673233e-01]
 [-3.92779884e+01  1.03857927e-01]
 [-3.90048599e+01  1.04963847e-01]
 [-3.87296181e+01  1.05982497e-01]
 [-3.84523926e+01  1.06905386e-01]
 [-3.81733093e+01  1.07724018e-01]
 [-3.78924980e+01  1.08429894e-01]
 [-3.76100922e+01  1.09014526e-01]
 [-3.73262138e+01  1.09469429e-01]
 [-3.70409966e+01  1.09786093e-01]
 [-3.67545700e+01  1.09956034e-01]
 [-3.64670601e+01  1.09970748e-01]
 [-3.61785965e+01  1.09821759e-01]
 [-3.58893089e+01  1.09500565e-01]
 [-3.55993233e+01  1.08998664e-01]
 [-3.53087730e+01  1.08307570e-01]
 [-3.50177803e+01  1.07418790e-01]
 [-3.47264824e+01  1.06323831e-01]
 [-3.44350052e+01  1.05014198e-01]
 [-3.41434746e+01  1.03481397e-01]
 [-3.38520203e+01  1.01716928e-01]
 [-3.35607452e+01  9.97171476e-02]
 [-3.32696304e+01  9.74977762e-02]
 [-3.29786224e+01  9.50793624e-02]
 [-3.26876793e+01  9.24824700e-02]
 [-3.23967514e+01  8.97276551e-02]
 [-3.21057892e+01  8.68354887e-02]
 [-3.18147507e+01  8.38265195e-02]
 [-3.15235806e+01  8.07213038e-02]
 [-3.12322369e+01  7.75404125e-02]
 [-3.09406700e+01  7.43043944e-02]
 [-3.06488304e+01  7.10338205e-02]
 [-3.03566723e+01  6.77492321e-02]
 [-3.00641479e+01  6.44712076e-02]
 [-2.97712097e+01  6.12202957e-02]
 [-2.94778080e+01  5.80170564e-02]
 [-2.91838970e+01  5.48820533e-02]
 [-2.88894291e+01  5.18358387e-02]
 [-2.85943546e+01  4.88989763e-02]
 [-2.82986279e+01  4.60920297e-02]
 [-2.80021992e+01  4.34355475e-02]
 [-2.77050228e+01  4.09500971e-02]
 [-2.74070492e+01  3.86562385e-02]
 [-2.71082325e+01  3.65745239e-02]
 [-2.68085232e+01  3.47255170e-02]
 [-2.65078735e+01  3.31297815e-02]
 [-2.62062359e+01  3.18078659e-02]
 [-2.59035645e+01  3.07803396e-02]
 [-2.55998096e+01  3.00677568e-02]
 [-2.52949257e+01  2.96906773e-02]
 [-2.49888611e+01  2.96696611e-02]
 [-2.46815701e+01  3.00252680e-02]
 [-2.43730068e+01  3.07780560e-02]
 [-2.40631447e+01  3.19402888e-02]
 [-2.37520561e+01  3.34910676e-02]
 [-2.34398365e+01  3.54011804e-02]
 [-2.31265793e+01  3.76414321e-02]
 [-2.28123817e+01  4.01826240e-02]
 [-2.24973373e+01  4.29955497e-02]
 [-2.21815414e+01  4.60510105e-02]
 [-2.18650894e+01  4.93198074e-02]
 [-2.15480766e+01  5.27727343e-02]
 [-2.12305965e+01  5.63805960e-02]
 [-2.09127464e+01  6.01141900e-02]
 [-2.05946217e+01  6.39443099e-02]
 [-2.02763138e+01  6.78417683e-02]
 [-1.99579220e+01  7.17773512e-02]
 [-1.96395378e+01  7.57218599e-02]
 [-1.93212605e+01  7.96460956e-02]
 [-1.90031796e+01  8.35208595e-02]
 [-1.86853962e+01  8.73169452e-02]
 [-1.83680000e+01  9.10051540e-02]
 [-1.80510902e+01  9.45562944e-02]
 [-1.77347584e+01  9.79411453e-02]
 [-1.74191017e+01  1.01130530e-01]
 [-1.71042156e+01  1.04095228e-01]
 [-1.67901955e+01  1.06806040e-01]
 [-1.64771347e+01  1.09233782e-01]
 [-1.61651287e+01  1.11349232e-01]
 [-1.58542719e+01  1.13123201e-01]
 [-1.55446615e+01  1.14526488e-01]
 [-1.52363911e+01  1.15529887e-01]
 [-1.49295568e+01  1.16104200e-01]
 [-1.46242523e+01  1.16220228e-01]
 [-1.43205729e+01  1.15848772e-01]
 [-1.40185823e+01  1.14969917e-01]
 [-1.37182121e+01  1.13600947e-01]
 [-1.34193621e+01  1.11768432e-01]
 [-1.31219330e+01  1.09498948e-01]
 [-1.28258228e+01  1.06819063e-01]
 [-1.25309334e+01  1.03755355e-01]
 [-1.22371645e+01  1.00334391e-01]
 [-1.19444151e+01  9.65827554e-02]
 [-1.16525850e+01  9.25270095e-02]
 [-1.13615742e+01  8.81937295e-02]
 [-1.10712833e+01  8.36094841e-02]
 [-1.07816124e+01  7.88008571e-02]
 [-1.04924603e+01  7.37944171e-02]
 [-1.02037268e+01  6.86167255e-02]
 [-9.91531277e+00  6.32943660e-02]
 [-9.62711716e+00  5.78539148e-02]
 [-9.33904171e+00  5.23219369e-02]
 [-9.05098343e+00  4.67250086e-02]
 [-8.76284409e+00  4.10896987e-02]
 [-8.47452354e+00  3.54425870e-02]
 [-8.18592167e+00  2.98102386e-02]
 [-7.89693737e+00  2.42192317e-02]
 [-7.60747147e+00  1.86961386e-02]
 [-7.31742382e+00  1.32675292e-02]
 [-7.02669382e+00  7.95997959e-03]
 [-6.73518133e+00  2.80005997e-03]
 [-6.44278669e+00 -2.18565529e-03]
 [-6.14940977e+00 -6.97059417e-03]
 [-5.85495043e+00 -1.15281828e-02]
 [-5.55930805e+00 -1.58318505e-02]
 [-5.26238298e+00 -1.98550224e-02]
 [-4.96407509e+00 -2.35711262e-02]
 [-4.66431332e+00 -2.69599129e-02]
 [-4.36314297e+00 -3.00264303e-02]
 [-4.06063938e+00 -3.27820517e-02]
 [-3.75687671e+00 -3.52381505e-02]
 [-3.45193005e+00 -3.74060981e-02]
 [-3.14587379e+00 -3.92972603e-02]
 [-2.83878303e+00 -4.09230180e-02]
 [-2.53073215e+00 -4.22947407e-02]
 [-2.22179604e+00 -4.34238017e-02]
 [-1.91204941e+00 -4.43215668e-02]
 [-1.60156703e+00 -4.49994169e-02]
 [-1.29042339e+00 -4.54687141e-02]
 [-9.78693485e-01 -4.57408428e-02]
 [-6.66451871e-01 -4.58271652e-02]
 [-3.53773296e-01 -4.57390584e-02]
 [-4.07324955e-02 -4.54878919e-02]
 [ 2.72595823e-01 -4.50850390e-02]
 [ 5.86136937e-01 -4.45418730e-02]
 [ 8.99816096e-01 -4.38697636e-02]
 [ 1.21355867e+00 -4.30800840e-02]
 [ 1.52728975e+00 -4.21842076e-02]
 [ 1.84093487e+00 -4.11935076e-02]
 [ 2.15441918e+00 -4.01193500e-02]
 [ 2.46766782e+00 -3.89731154e-02]
 [ 2.78060651e+00 -3.77661660e-02]
 [ 3.09315991e+00 -3.65098864e-02]
 [ 3.40525389e+00 -3.52156386e-02]
 [ 3.71681333e+00 -3.38947959e-02]
 [ 4.02776384e+00 -3.25587355e-02]
 [ 4.33803034e+00 -3.12188268e-02]
 [ 4.64753819e+00 -2.98864413e-02]
 [ 4.95621300e+00 -2.85729524e-02]
 [ 5.26399994e+00 -2.72879731e-02]
 [ 5.57092428e+00 -2.60340981e-02]
 [ 5.87703276e+00 -2.48121563e-02]
 [ 6.18237066e+00 -2.36229841e-02]
 [ 6.48698378e+00 -2.24674158e-02]
 [ 6.79091787e+00 -2.13462841e-02]
 [ 7.09421921e+00 -2.02604216e-02]
 [ 7.39693356e+00 -1.92106627e-02]
 [ 7.69910622e+00 -1.81978419e-02]
 [ 8.00078392e+00 -1.72227919e-02]
 [ 8.30201149e+00 -1.62863471e-02]
 [ 8.60283566e+00 -1.53893400e-02]
 [ 8.90330124e+00 -1.45326052e-02]
 [ 9.20345497e+00 -1.37169771e-02]
 [ 9.50334263e+00 -1.29432874e-02]
 [ 9.80300903e+00 -1.22123724e-02]
 [ 1.01025019e+01 -1.15250628e-02]
 [ 1.04018650e+01 -1.08821951e-02]
 [ 1.07011461e+01 -1.02846008e-02]
 [ 1.10003891e+01 -9.73311532e-03]
 [ 1.12996407e+01 -9.22857039e-03]
 [ 1.15989475e+01 -8.77180137e-03]
 [ 1.18983545e+01 -8.36364180e-03]
 [ 1.21979074e+01 -8.00492428e-03]
 [ 1.24976530e+01 -7.69648282e-03]
 [ 1.27976360e+01 -7.43915141e-03]
 [ 1.30979023e+01 -7.23376404e-03]
 [ 1.33984985e+01 -7.08115380e-03]
 [ 1.36994696e+01 -6.98215514e-03]
 [ 1.40008621e+01 -6.93760067e-03]
 [ 1.43027220e+01 -6.94832485e-03]
 [ 1.46050949e+01 -7.01516075e-03]
 [ 1.49080143e+01 -7.13747134e-03]
 [ 1.52114668e+01 -7.30873505e-03]
 [ 1.55154285e+01 -7.52095878e-03]
 [ 1.58198738e+01 -7.76614901e-03]
 [ 1.61247768e+01 -8.03631358e-03]
 [ 1.64301147e+01 -8.32345895e-03]
 [ 1.67358589e+01 -8.61959253e-03]
 [ 1.70419884e+01 -8.91672075e-03]
 [ 1.73484745e+01 -9.20685194e-03]
 [ 1.76552944e+01 -9.48199164e-03]
 [ 1.79624214e+01 -9.73414816e-03]
 [ 1.82698326e+01 -9.95532796e-03]
 [ 1.85775013e+01 -1.01375384e-02]
 [ 1.88854027e+01 -1.02727870e-02]
 [ 1.91935120e+01 -1.03530791e-02]
 [ 1.95018044e+01 -1.03704231e-02]
 [ 1.98102551e+01 -1.03168255e-02]
 [ 2.01188374e+01 -1.01842945e-02]
 [ 2.04275265e+01 -9.96483583e-03]
 [ 2.07362995e+01 -9.65045672e-03]
 [ 2.10451279e+01 -9.23316460e-03]
 [ 2.13539906e+01 -8.70496687e-03]
 [ 2.16628609e+01 -8.05786997e-03]
 [ 2.19717121e+01 -7.28388084e-03]
 [ 2.22805214e+01 -6.37500687e-03]
 [ 2.25892620e+01 -5.32325543e-03]
 [ 2.28979092e+01 -4.12063301e-03]
 [ 2.32064400e+01 -2.75914720e-03]
 [ 2.35148258e+01 -1.23080472e-03]
 [ 2.38230438e+01  4.72387415e-04]
 [ 2.41310692e+01  2.35842215e-03]
 [ 2.44388771e+01  4.43529198e-03]
 [ 2.47464428e+01  6.70730369e-03]
 [ 2.50537529e+01  9.16401483e-03]
 [ 2.53607941e+01  1.17912963e-02]
 [ 2.56675529e+01  1.45750195e-02]
 [ 2.59740162e+01  1.75010543e-02]
 [ 2.62801743e+01  2.05552746e-02]
 [ 2.65860119e+01  2.37235483e-02]
 [ 2.68915157e+01  2.69917473e-02]
 [ 2.71966743e+01  3.03457454e-02]
 [ 2.75014725e+01  3.37714106e-02]
 [ 2.78059025e+01  3.72546129e-02]
 [ 2.81099453e+01  4.07812297e-02]
 [ 2.84135933e+01  4.43371236e-02]
 [ 2.87168312e+01  4.79081720e-02]
 [ 2.90196476e+01  5.14802411e-02]
 [ 2.93220272e+01  5.50392047e-02]
 [ 2.96239586e+01  5.85709363e-02]
 [ 2.99254303e+01  6.20613024e-02]
 [ 3.02264271e+01  6.54961765e-02]
 [ 3.05269375e+01  6.88614324e-02]
 [ 3.08269501e+01  7.21429363e-02]
 [ 3.11264496e+01  7.53265545e-02]
 [ 3.14254227e+01  7.83981755e-02]
 [ 3.17238598e+01  8.13436508e-02]
 [ 3.20217476e+01  8.41488615e-02]
 [ 3.23190689e+01  8.67996812e-02]
 [ 3.26158180e+01  8.92819762e-02]
 [ 3.29119759e+01  9.15816128e-02]
 [ 3.32075310e+01  9.36844721e-02]
 [ 3.35024757e+01  9.55764204e-02]
 [ 3.37967911e+01  9.72433314e-02]
 [ 3.40904655e+01  9.86710712e-02]
 [ 3.43834724e+01  9.98509973e-02]
 [ 3.46757317e+01  1.00796446e-01]
 [ 3.49671478e+01  1.01526216e-01]
 [ 3.52576256e+01  1.02059126e-01]
 [ 3.55470657e+01  1.02413982e-01]
 [ 3.58353806e+01  1.02609605e-01]
 [ 3.61224632e+01  1.02664798e-01]
 [ 3.64082298e+01  1.02598369e-01]
 [ 3.66925774e+01  1.02429144e-01]
 [ 3.69754105e+01  1.02175921e-01]
 [ 3.72566376e+01  1.01857521e-01]
 [ 3.75361633e+01  1.01492748e-01]
 [ 3.78138885e+01  1.01100415e-01]
 [ 3.80897179e+01  1.00699343e-01]
 [ 3.83635597e+01  1.00308329e-01]
 [ 3.86353149e+01  9.99461934e-02]
 [ 3.89048882e+01  9.96317491e-02]
 [ 3.91721878e+01  9.93838087e-02]
 [ 3.94371147e+01  9.92211774e-02]
 [ 3.96995735e+01  9.91626680e-02]
 [ 3.99594688e+01  9.92270932e-02]
 [ 4.02167053e+01  9.94332656e-02]
 [ 4.04711876e+01  9.97999981e-02]
 [ 4.07228241e+01  1.00346103e-01]
 [ 4.09715118e+01  1.01090387e-01]
 [ 4.12171593e+01  1.02051668e-01]
 [ 4.14596748e+01  1.03248753e-01]
 [ 4.16989555e+01  1.04700454e-01]
 [ 4.19349098e+01  1.06425583e-01]
 [ 4.21674423e+01  1.08442955e-01]
 [ 4.23964539e+01  1.10771373e-01]
 [ 4.26218567e+01  1.13429658e-01]
 [ 4.28435783e+01  1.16430633e-01]
 [ 4.30616684e+01  1.19763181e-01]
 [ 4.32762184e+01  1.23410188e-01]
 [ 4.34872971e+01  1.27354562e-01]
 [ 4.36949959e+01  1.31579176e-01]
 [ 4.38993874e+01  1.36066943e-01]
 [ 4.41005592e+01  1.40800759e-01]
 [ 4.42985916e+01  1.45763516e-01]
 [ 4.44935608e+01  1.50938094e-01]
 [ 4.46855545e+01  1.56307414e-01]
 [ 4.48746490e+01  1.61854342e-01]
 [ 4.50609283e+01  1.67561799e-01]
 [ 4.52444725e+01  1.73412666e-01]
 [ 4.54253616e+01  1.79389834e-01]
 [ 4.56036797e+01  1.85476199e-01]
 [ 4.57795067e+01  1.91654667e-01]
 [ 4.59529190e+01  1.97908118e-01]
 [ 4.61240082e+01  2.04219460e-01]
 [ 4.62928429e+01  2.10571587e-01]
 [ 4.64595146e+01  2.16947377e-01]] [[-4.66007576e+01  6.13214746e-02]
 [-4.64213295e+01  6.26218840e-02]
 [-4.62403641e+01  6.39119744e-02]
 [-4.60577431e+01  6.51940554e-02]
 [-4.58733368e+01  6.64704442e-02]
 [-4.56870193e+01  6.77434653e-02]
 [-4.54986610e+01  6.90154359e-02]
 [-4.53081436e+01  7.02886656e-02]
 [-4.51153336e+01  7.15654865e-02]
 [-4.49201088e+01  7.28482008e-02]
 [-4.47223396e+01  7.41391405e-02]
 [-4.45219040e+01  7.54406154e-02]
 [-4.43186722e+01  7.67549425e-02]
 [-4.41125221e+01  7.80844465e-02]
 [-4.39033241e+01  7.94314370e-02]
 [-4.36909561e+01  8.07982385e-02]
 [-4.34752884e+01  8.21871683e-02]
 [-4.32561913e+01  8.36005434e-02]
 [-4.30335464e+01  8.50406811e-02]
 [-4.28072243e+01  8.65098983e-02]
 [-4.25770988e+01  8.80105123e-02]
 [-4.23430901e+01  8.95429850e-02]
 [-4.21052780e+01  9.11003351e-02]
 [-4.18637962e+01  9.26737189e-02]
 [-4.16187744e+01  9.42543074e-02]
 [-4.13703461e+01  9.58332494e-02]
 [-4.11186371e+01  9.74017084e-02]
 [-4.08637772e+01  9.89508480e-02]
 [-4.06058998e+01  1.00471824e-01]
 [-4.03451309e+01  1.01955801e-01]
 [-4.00816040e+01  1.03393935e-01]
 [-3.98154488e+01  1.04777388e-01]
 [-3.95467911e+01  1.06097326e-01]
 [-3.92757645e+01  1.07344896e-01]
 [-3.90025024e+01  1.08511269e-01]
 [-3.87271271e+01  1.09587602e-01]
 [-3.84497719e+01  1.10565059e-01]
 [-3.81705704e+01  1.11434795e-01]
 [-3.78896484e+01  1.12187967e-01]
 [-3.76071358e+01  1.12815745e-01]
 [-3.73231621e+01  1.13309287e-01]
 [-3.70378647e+01  1.13659747e-01]
 [-3.67513618e+01  1.13858283e-01]
 [-3.64637947e+01  1.13896072e-01]
 [-3.61752853e+01  1.13764256e-01]
 [-3.58859673e+01  1.13454007e-01]
 [-3.55959702e+01  1.12956479e-01]
 [-3.53054199e+01  1.12262838e-01]
 [-3.50144539e+01  1.11364231e-01]
 [-3.47231979e+01  1.10251836e-01]
 [-3.44317856e+01  1.08916804e-01]
 [-3.41403389e+01  1.07350290e-01]
 [-3.38489952e+01  1.05543472e-01]
 [-3.35578499e+01  1.03492476e-01]
 [-3.32668877e+01  1.01213433e-01]
 [-3.29760551e+01  9.87274349e-02]
 [-3.26853065e+01  9.60555896e-02]
 [-3.23945847e+01  9.32189822e-02]
 [-3.21038437e+01  9.02387351e-02]
 [-3.18130341e+01  8.71359333e-02]
 [-3.15221062e+01  8.39316770e-02]
 [-3.12310085e+01  8.06470811e-02]
 [-3.09396896e+01  7.73032382e-02]
 [-3.06481037e+01  7.39212409e-02]
 [-3.03561974e+01  7.05222040e-02]
 [-3.00639210e+01  6.71272278e-02]
 [-2.97712269e+01  6.37574047e-02]
 [-2.94780617e+01  6.04338348e-02]
 [-2.91843796e+01  5.71776293e-02]
 [-2.88901253e+01  5.40098809e-02]
 [-2.85952530e+01  5.09516932e-02]
 [-2.82997131e+01  4.80241664e-02]
 [-2.80034523e+01  4.52484041e-02]
 [-2.77064209e+01  4.26455028e-02]
 [-2.74085712e+01  4.02365662e-02]
 [-2.71098537e+01  3.80426943e-02]
 [-2.68102150e+01  3.60849909e-02]
 [-2.65096092e+01  3.43845524e-02]
 [-2.62079811e+01  3.29624824e-02]
 [-2.59052868e+01  3.18398811e-02]
 [-2.56014709e+01  3.10378522e-02]
 [-2.52964878e+01  3.05774920e-02]
 [-2.49902840e+01  3.04799043e-02]
 [-2.46828098e+01  3.07661872e-02]
 [-2.43740177e+01  3.14574465e-02]
 [-2.40638828e+01  3.25663276e-02]
 [-2.37524757e+01  3.40716764e-02]
 [-2.34398956e+01  3.59438844e-02]
 [-2.31262436e+01  3.81533504e-02]
 [-2.28116169e+01  4.06704620e-02]
 [-2.24961128e+01  4.34656143e-02]
 [-2.21798325e+01  4.65091988e-02]
 [-2.18628731e+01  4.97716144e-02]
 [-2.15453339e+01  5.32232486e-02]
 [-2.12273140e+01  5.68344966e-02]
 [-2.09089108e+01  6.05757535e-02]
 [-2.05902233e+01  6.44174144e-02]
 [-2.02713490e+01  6.83298633e-02]
 [-1.99523888e+01  7.22834989e-02]
 [-1.96334419e+01  7.62487128e-02]
 [-1.93146038e+01  8.01959112e-02]
 [-1.89959755e+01  8.40954632e-02]
 [-1.86776543e+01  8.79177824e-02]
 [-1.83597412e+01  9.16332528e-02]
 [-1.80423317e+01  9.52122733e-02]
 [-1.77255249e+01  9.86252353e-02]
 [-1.74094219e+01  1.01842523e-01]
 [-1.70941200e+01  1.04834542e-01]
 [-1.67797165e+01  1.07571676e-01]
 [-1.64663124e+01  1.10024333e-01]
 [-1.61540051e+01  1.12162888e-01]
 [-1.58428926e+01  1.13957748e-01]
 [-1.55330753e+01  1.15379296e-01]
 [-1.52246504e+01  1.16397932e-01]
 [-1.49177170e+01  1.16984047e-01]
 [-1.46123743e+01  1.17108032e-01]
 [-1.43087196e+01  1.16740286e-01]
 [-1.40068188e+01  1.15860604e-01]
 [-1.37066021e+01  1.14486396e-01]
 [-1.34079647e+01  1.12644471e-01]
 [-1.31108036e+01  1.10361651e-01]
 [-1.28150139e+01  1.07664742e-01]
 [-1.25204926e+01  1.04580566e-01]
 [-1.22271357e+01  1.01135932e-01]
 [-1.19348392e+01  9.73576531e-02]
 [-1.16434994e+01  9.32725444e-02]
 [-1.13530130e+01  8.89074206e-02]
 [-1.10632744e+01  8.42890963e-02]
 [-1.07741814e+01  7.94443861e-02]
 [-1.04856300e+01  7.44001046e-02]
 [-1.01975155e+01  6.91830590e-02]
 [-9.90973377e+00  6.38200715e-02]
 [-9.62218285e+00  5.83379529e-02]
 [-9.33475685e+00  5.27635179e-02]
 [-9.04735374e+00  4.71235774e-02]
 [-8.75986767e+00  4.14449461e-02]
 [-8.47219658e+00  3.57544422e-02]
 [-8.18423557e+00  3.00788749e-02]
 [-7.89588070e+00  2.44450606e-02]
 [-7.60702896e+00  1.88798122e-02]
 [-7.31757545e+00  1.34099452e-02]
 [-7.02741766e+00  8.06227233e-03]
 [-6.73645020e+00  2.86360737e-03]
 [-6.44457054e+00 -2.15923507e-03]
 [-6.15167379e+00 -6.97944174e-03]
 [-5.85765696e+00 -1.15701975e-02]
 [-5.56241560e+00 -1.59046892e-02]
 [-5.26584625e+00 -1.99561045e-02]
 [-4.96784449e+00 -2.36976258e-02]
 [-4.66833735e+00 -2.71088220e-02]
 [-4.36737156e+00 -3.01947836e-02]
 [-4.06502390e+00 -3.29669826e-02]
 [-3.76137161e+00 -3.54368910e-02]
 [-3.45649242e+00 -3.76159772e-02]
 [-3.15046310e+00 -3.95157151e-02]
 [-2.84336090e+00 -4.11475748e-02]
 [-2.53526282e+00 -4.25230302e-02]
 [-2.22624612e+00 -4.36535478e-02]
 [-1.91638803e+00 -4.45506051e-02]
 [-1.60576558e+00 -4.52256687e-02]
 [-1.29445612e+00 -4.56902161e-02]
 [-9.82536614e-01 -4.59557101e-02]
 [-6.70084357e-01 -4.60336283e-02]
 [-3.57176483e-01 -4.59354408e-02]
 [-4.38901037e-02 -4.56726179e-02]
 [ 2.69697577e-01 -4.52566333e-02]
 [ 5.83509386e-01 -4.46989536e-02]
 [ 8.97468209e-01 -4.40110564e-02]
 [ 1.21149683e+00 -4.32044081e-02]
 [ 1.52551818e+00 -4.22904827e-02]
 [ 1.83945501e+00 -4.12807539e-02]
 [ 2.15323019e+00 -4.01866883e-02]
 [ 2.46676636e+00 -3.90197597e-02]
 [ 2.77998686e+00 -3.77914384e-02]
 [ 3.09281397e+00 -3.65131982e-02]
 [ 3.40517092e+00 -3.51965092e-02]
 [ 3.71698022e+00 -3.38528417e-02]
 [ 4.02816486e+00 -3.24936695e-02]
 [ 4.33864784e+00 -3.11304629e-02]
 [ 4.64835215e+00 -2.97746919e-02]
 [ 4.95720005e+00 -2.84378286e-02]
 [ 5.26513481e+00 -2.71295998e-02]
 [ 5.57218266e+00 -2.58527510e-02]
 [ 5.87838936e+00 -2.46082842e-02]
 [ 6.18380070e+00 -2.33971979e-02]
 [ 6.48846197e+00 -2.22204924e-02]
 [ 6.79242039e+00 -2.10791677e-02]
 [ 7.09572124e+00 -1.99742261e-02]
 [ 7.39841080e+00 -1.89066678e-02]
 [ 7.70053434e+00 -1.78774931e-02]
 [ 8.00213814e+00 -1.68877002e-02]
 [ 8.30326939e+00 -1.59382932e-02]
 [ 8.60397243e+00 -1.50302704e-02]
 [ 8.90429306e+00 -1.41646322e-02]
 [ 9.20427895e+00 -1.33423787e-02]
 [ 9.50397491e+00 -1.25645120e-02]
 [ 9.80342770e+00 -1.18320314e-02]
 [ 1.01026821e+01 -1.11459373e-02]
 [ 1.04017839e+01 -1.05072297e-02]
 [ 1.07007809e+01 -9.91691090e-03]
 [ 1.09997177e+01 -9.37597919e-03]
 [ 1.12986412e+01 -8.88543669e-03]
 [ 1.15975962e+01 -8.44628271e-03]
 [ 1.18966293e+01 -8.05951841e-03]
 [ 1.21957855e+01 -7.72614358e-03]
 [ 1.24951134e+01 -7.44715892e-03]
 [ 1.27946558e+01 -7.22356513e-03]
 [ 1.30944605e+01 -7.05636246e-03]
 [ 1.33945732e+01 -6.94655161e-03]
 [ 1.36950397e+01 -6.89513283e-03]
 [ 1.39959059e+01 -6.90310635e-03]
 [ 1.42972183e+01 -6.97147241e-03]
 [ 1.45990229e+01 -7.10123219e-03]
 [ 1.49013529e+01 -7.29178824e-03]
 [ 1.52041988e+01 -7.53615191e-03]
 [ 1.55075378e+01 -7.82573782e-03]
 [ 1.58113489e+01 -8.15196056e-03]
 [ 1.61156082e+01 -8.50623287e-03]
 [ 1.64202957e+01 -8.87997076e-03]
 [ 1.67253895e+01 -9.26458742e-03]
 [ 1.70308647e+01 -9.65149701e-03]
 [ 1.73367023e+01 -1.00321136e-02]
 [ 1.76428776e+01 -1.03978524e-02]
 [ 1.79493694e+01 -1.07401265e-02]
 [ 1.82561569e+01 -1.10503500e-02]
 [ 1.85632172e+01 -1.13199381e-02]
 [ 1.88705273e+01 -1.15403039e-02]
 [ 1.91780663e+01 -1.17028626e-02]
 [ 1.94858131e+01 -1.17990281e-02]
 [ 1.97937431e+01 -1.18202139e-02]
 [ 2.01018333e+01 -1.17578348e-02]
 [ 2.04100666e+01 -1.16033042e-02]
 [ 2.07184162e+01 -1.13480380e-02]
 [ 2.10268631e+01 -1.09834485e-02]
 [ 2.13353825e+01 -1.05009507e-02]
 [ 2.16439552e+01 -9.89195891e-03]
 [ 2.19525566e+01 -9.14788805e-03]
 [ 2.22611656e+01 -8.26015044e-03]
 [ 2.25697594e+01 -7.22016115e-03]
 [ 2.28783169e+01 -6.01933477e-03]
 [ 2.31868172e+01 -4.64908546e-03]
 [ 2.34952354e+01 -3.10082687e-03]
 [ 2.38035507e+01 -1.36597350e-03]
 [ 2.41117420e+01  5.64060465e-04]
 [ 2.44197845e+01  2.69786082e-03]
 [ 2.47276611e+01  5.04014129e-03]
 [ 2.50353508e+01  7.58012477e-03]
 [ 2.53428364e+01  1.03031620e-02]
 [ 2.56501007e+01  1.31946038e-02]
 [ 2.59571285e+01  1.62398014e-02]
 [ 2.62638988e+01  1.94241069e-02]
 [ 2.65704002e+01  2.27328688e-02]
 [ 2.68766098e+01  2.61514392e-02]
 [ 2.71825123e+01  2.96651684e-02]
 [ 2.74880924e+01  3.32594067e-02]
 [ 2.77933311e+01  3.69195081e-02]
 [ 2.80982094e+01  4.06308211e-02]
 [ 2.84027138e+01  4.43786941e-02]
 [ 2.87068253e+01  4.81484830e-02]
 [ 2.90105267e+01  5.19255362e-02]
 [ 2.93138027e+01  5.56952059e-02]
 [ 2.96166325e+01  5.94428405e-02]
 [ 2.99190006e+01  6.31537884e-02]
 [ 3.02208900e+01  6.68134093e-02]
 [ 3.05222836e+01  7.04070479e-02]
 [ 3.08231640e+01  7.39200562e-02]
 [ 3.11235142e+01  7.73377791e-02]
 [ 3.14233170e+01  8.06455761e-02]
 [ 3.17225533e+01  8.38287994e-02]
 [ 3.20212097e+01  8.68727937e-02]
 [ 3.23192673e+01  8.97629112e-02]
 [ 3.26167068e+01  9.24845040e-02]
 [ 3.29135132e+01  9.50229242e-02]
 [ 3.32096672e+01  9.73635167e-02]
 [ 3.35051537e+01  9.94916409e-02]
 [ 3.37999573e+01  1.01392642e-01]
 [ 3.40940552e+01  1.03051864e-01]
 [ 3.43874245e+01  1.04460187e-01]
 [ 3.46799774e+01  1.05630517e-01]
 [ 3.49716301e+01  1.06581263e-01]
 [ 3.52622833e+01  1.07330874e-01]
 [ 3.55518456e+01  1.07897751e-01]
 [ 3.58402252e+01  1.08300336e-01]
 [ 3.61273308e+01  1.08557045e-01]
 [ 3.64130669e+01  1.08686298e-01]
 [ 3.66973419e+01  1.08706526e-01]
 [ 3.69800644e+01  1.08636148e-01]
 [ 3.72611427e+01  1.08493596e-01]
 [ 3.75404816e+01  1.08297288e-01]
