[[-4.52449799e+01 -2.39091869e-02]
 [ 1.65128479e+01  3.17348517e-04]
 [ 1.68102875e+01 -3.13944794e-04]
 [ 1.71076527e+01 -9.20027785e-04]
 [ 1.74049950e+01 -1.50223682e-03]
 [ 1.77023621e+01 -2.06190837e-03]
 [ 1.79998016e+01 -2.60037882e-03]
 [ 1.82973671e+01 -3.11898487e-03]
 [ 1.85951042e+01 -3.61906248e-03]
 [ 1.88930626e+01 -4.10194835e-03]
 [ 1.91912918e+01 -4.56897914e-03]
 [ 1.94898396e+01 -5.02149062e-03]
 [ 1.97887554e+01 -5.46082016e-03]
 [ 2.00880909e+01 -5.88830328e-03]
 [ 2.03878899e+01 -6.30527688e-03]
 [ 2.06882057e+01 -6.71307696e-03]
 [ 2.09890862e+01 -7.11304089e-03]
 [ 2.12905807e+01 -7.50650419e-03]
 [ 2.15927372e+01 -7.89480377e-03]
 [ 2.18956032e+01 -8.27927515e-03]
 [ 2.21992321e+01 -8.66125617e-03]
 [ 2.25036697e+01 -9.04208235e-03]
 [ 2.28089657e+01 -9.42309108e-03]
 [ 2.31151695e+01 -9.80561692e-03]
 [ 2.34223309e+01 -1.01909982e-02]
 [ 2.37304974e+01 -1.05805704e-02]
 [ 2.40397167e+01 -1.09756701e-02]
 [ 2.43500423e+01 -1.13776335e-02]
 [ 2.46614914e+01 -1.17869200e-02]
 [ 2.49739761e+01 -1.22004775e-02]
 [ 2.52873821e+01 -1.26143768e-02]
 [ 2.56015911e+01 -1.30246878e-02]
 [ 2.59164886e+01 -1.34274820e-02]
 [ 2.62319546e+01 -1.38188293e-02]
 [ 2.65478783e+01 -1.41948014e-02]
 [ 2.68641376e+01 -1.45514682e-02]
 [ 2.71806221e+01 -1.48848994e-02]
 [ 2.74972095e+01 -1.51911676e-02]
 [ 2.78137875e+01 -1.54663417e-02]
 [ 2.81302395e+01 -1.57064926e-02]
 [ 2.84464455e+01 -1.59076918e-02]
 [ 2.87622948e+01 -1.60660110e-02]
 [ 2.90776672e+01 -1.61775164e-02]
 [ 2.93924465e+01 -1.62382834e-02]
 [ 2.97065182e+01 -1.62443798e-02]
 [ 3.00197659e+01 -1.61918774e-02]
 [ 3.03320713e+01 -1.60768460e-02]
 [ 3.06433182e+01 -1.58953574e-02]
 [ 3.09533920e+01 -1.56434812e-02]
 [ 3.12621765e+01 -1.53172892e-02]
 [ 3.15695553e+01 -1.49128502e-02]
 [ 3.18754101e+01 -1.44262360e-02]
 [ 3.21796265e+01 -1.38535174e-02]
 [ 3.24820862e+01 -1.31907640e-02]
 [ 3.27826729e+01 -1.24340476e-02]
 [ 3.30812759e+01 -1.15794381e-02]
 [ 3.33777695e+01 -1.06230062e-02]
 [ 3.36720467e+01 -9.56082251e-03]
 [ 3.39639854e+01 -8.38895794e-03]
 [ 3.42534676e+01 -7.10348226e-03]
 [ 3.45404015e+01 -5.70192840e-03]
 [ 3.48247681e+01 -4.18767147e-03]
 [ 3.51065598e+01 -2.56554829e-03]
 [ 3.53857765e+01 -8.40396271e-04]
 [ 3.56624222e+01  9.82947997e-04]
 [ 3.59364929e+01  2.89964746e-03]
 [ 3.62079849e+01  4.90486529e-03]
 [ 3.64769020e+01  6.99376455e-03]
 [ 3.67432365e+01  9.16150771e-03]
 [ 3.70069962e+01  1.14032589e-02]
 [ 3.72681732e+01  1.37141813e-02]
 [ 3.75267677e+01  1.60894375e-02]
 [ 3.77827797e+01  1.85241885e-02]
 [ 3.80362091e+01  2.10136008e-02]
 [ 3.82870522e+01  2.35528369e-02]
 [ 3.85353088e+01  2.61370577e-02]
 [ 3.87809792e+01  2.87614278e-02]
 [ 3.90240593e+01  3.14211100e-02]
 [ 3.92645493e+01  3.41112688e-02]
 [ 3.95024529e+01  3.68270613e-02]
 [ 3.97377625e+01  3.95636596e-02]
 [ 3.99704781e+01  4.23162207e-02]
 [ 4.02005997e+01  4.50799093e-02]
 [ 4.04281273e+01  4.78498898e-02]
 [ 4.06530609e+01  5.06213233e-02]
 [ 4.08753967e+01  5.33893742e-02]
 [ 4.10951309e+01  5.61492033e-02]
 [ 4.13122673e+01  5.88959754e-02]
 [ 4.15268059e+01  6.16248548e-02]
 [ 4.17387390e+01  6.43310025e-02]
 [ 4.19480705e+01  6.70095831e-02]
 [ 4.21548004e+01  6.96557611e-02]
 [ 4.23589249e+01  7.22662434e-02]
 [ 4.25604744e+01  7.48439655e-02]
 [ 4.27594643e+01  7.73933977e-02]
 [ 4.29559250e+01  7.99190253e-02]
 [ 4.31498795e+01  8.24253112e-02]
 [ 4.33413506e+01  8.49167481e-02]
 [ 4.35303650e+01  8.73977989e-02]
 [ 4.37169456e+01  8.98729488e-02]
 [ 4.39011192e+01  9.23466757e-02]
 [ 4.40829086e+01  9.48234573e-02]
 [ 4.42623367e+01  9.73077640e-02]
 [ 4.44394341e+01  9.98040736e-02]
 [ 4.46142197e+01  1.02316871e-01]
 [ 4.47867165e+01  1.04850627e-01]
 [ 4.49569550e+01  1.07409820e-01]
 [ 4.51249580e+01  1.09998934e-01]
 [ 4.52907486e+01  1.12622432e-01]
 [ 4.54543533e+01  1.15284801e-01]
 [ 4.56157913e+01  1.17990509e-01]
 [ 4.57750931e+01  1.20744050e-01]] [[-4.60015755e+01  2.57579833e-02]
 [-4.58207512e+01  3.28151770e-02]
 [-4.56385956e+01  3.98332030e-02]
 [-4.54550438e+01  4.67935912e-02]
 [-4.52700462e+01  5.36778830e-02]
 [-4.50835381e+01  6.04676083e-02]
 [-4.48954735e+01  6.71443045e-02]
 [-4.47057877e+01  7.36895129e-02]
 [-4.45144272e+01  8.00847560e-02]
 [-4.43213387e+01  8.63115788e-02]
 [-4.41264610e+01  9.23515186e-02]
 [-4.39297409e+01  9.81861055e-02]
 [-4.37311211e+01  1.03796877e-01]
 [-4.35305405e+01  1.09165370e-01]
 [-4.33279533e+01  1.14273123e-01]
 [-4.31232910e+01  1.19101658e-01]
 [-4.29165077e+01  1.23632520e-01]
 [-4.27075386e+01  1.27847254e-01]
 [-4.24963341e+01  1.31727383e-01]
 [-4.22828331e+01  1.35254428e-01]
 [-4.20669823e+01  1.38409957e-01]
 [-4.18487358e+01  1.41180560e-01]
 [-4.16281013e+01  1.43573165e-01]
 [-4.14050941e+01  1.45599753e-01]
 [-4.11797371e+01  1.47272319e-01]
 [-4.09520416e+01  1.48602843e-01]
 [-4.07220345e+01  1.49603337e-01]
 [-4.04897270e+01  1.50285780e-01]
 [-4.02551384e+01  1.50662169e-01]
 [-4.00182915e+01  1.50744483e-01]
 [-3.97791977e+01  1.50544718e-01]
 [-3.95378838e+01  1.50074869e-01]
 [-3.92943611e+01  1.49346933e-01]
 [-3.90486488e+01  1.48372874e-01]
 [-3.88007660e+01  1.47164717e-01]
 [-3.85507355e+01  1.45734444e-01]
 [-3.82985687e+01  1.44094020e-01]
 [-3.80442886e+01  1.42255470e-01]
 [-3.77879105e+01  1.40230775e-01]
 [-3.75294533e+01  1.38031915e-01]
 [-3.72689362e+01  1.35670885e-01]
 [-3.70063782e+01  1.33159682e-01]
 [-3.67417946e+01  1.30510285e-01]
 [-3.64752083e+01  1.27734706e-01]
 [-3.62066307e+01  1.24844924e-01]
 [-3.59360886e+01  1.21852927e-01]
 [-3.56635933e+01  1.18770711e-01]
 [-3.53891640e+01  1.15610264e-01]
 [-3.51128235e+01  1.12383582e-01]
 [-3.48345871e+01  1.09102644e-01]
 [-3.45544701e+01  1.05779454e-01]
 [-3.42724991e+01  1.02425992e-01]
 [-3.39886818e+01  9.90542620e-02]
 [-3.37030525e+01  9.56749767e-02]
 [-3.34156799e+01  9.22937617e-02]
 [-3.31266327e+01  8.89149830e-02]
 [-3.28359871e+01  8.55430067e-02]
 [-3.25438271e+01  8.21821764e-02]
 [-3.22502174e+01  7.88368657e-02]
 [-3.19552441e+01  7.55114332e-02]
 [-3.16589737e+01  7.22102299e-02]
 [-3.13614883e+01  6.89376220e-02]
 [-3.10628605e+01  6.56979680e-02]
 [-3.07631664e+01  6.24956302e-02]
 [-3.04624825e+01  5.93349636e-02]
 [-3.01608829e+01  5.62203303e-02]
 [-2.98584461e+01  5.31560928e-02]
 [-2.95552444e+01  5.01466058e-02]
 [-2.92513561e+01  4.71962318e-02]
 [-2.89468555e+01  4.43093330e-02]
 [-2.86418171e+01  4.14902642e-02]
 [-2.83363209e+01  3.87433879e-02]
 [-2.80304375e+01  3.60730663e-02]
 [-2.77242451e+01  3.34836543e-02]
 [-2.74178200e+01  3.09795141e-02]
 [-2.71112366e+01  2.85650045e-02]
 [-2.68045712e+01  2.62444876e-02]
 [-2.64978981e+01  2.40223203e-02]
 [-2.61912956e+01  2.19028648e-02]
 [-2.58848381e+01  1.98904797e-02]
 [-2.55785999e+01  1.79895256e-02]
 [-2.52726574e+01  1.62043609e-02]
 [-2.49670887e+01  1.45393452e-02]
 [-2.46619663e+01  1.29988398e-02]
 [-2.43573666e+01  1.15872044e-02]
 [-2.40533485e+01  1.03070745e-02]
 [-2.37498951e+01  9.15419124e-03]
 [-2.34469738e+01  8.12257268e-03]
 [-2.31445522e+01  7.20623555e-03]
 [-2.28425941e+01  6.39919890e-03]
 [-2.25410671e+01  5.69547899e-03]
 [-2.22399387e+01  5.08909440e-03]
 [-2.19391747e+01  4.57406184e-03]
 [-2.16387424e+01  4.14439989e-03]
 [-2.13386078e+01  3.79412528e-03]
 [-2.10387363e+01  3.51725612e-03]
 [-2.07390957e+01  3.30780982e-03]
 [-2.04396534e+01  3.15980427e-03]
 [-2.01403732e+01  3.06725665e-03]
 [-1.98412247e+01  3.02418461e-03]
 [-1.95421715e+01  3.02460603e-03]
 [-1.92431831e+01  3.06253834e-03]
 [-1.89442234e+01  3.13199940e-03]
 [-1.86452599e+01  3.22700641e-03]
 [-1.83462601e+01  3.34157702e-03]
 [-1.80471897e+01  3.46972910e-03]
 [-1.77480145e+01  3.60548031e-03]
 [-1.74487038e+01  3.74284782e-03]
 [-1.71492195e+01  3.87584954e-03]
 [-1.68495331e+01  3.99850309e-03]
 [-1.65496063e+01  4.10482567e-03]
 [-1.62494106e+01  4.18883562e-03]
 [-1.59489079e+01  4.24455013e-03]
 [-1.56480675e+01  4.26598638e-03]
 [-1.53468561e+01  4.24716296e-03]
 [-1.50452385e+01  4.18209657e-03]
 [-1.47431822e+01  4.06480487e-03]
 [-1.44406624e+01  3.89111927e-03]
 [-1.41376848e+01  3.66412243e-03]
 [-1.38342638e+01  3.38871055e-03]
 [-1.35304165e+01  3.06978007e-03]
 [-1.32261553e+01  2.71222694e-03]
 [-1.29214954e+01  2.32094782e-03]
 [-1.26164522e+01  1.90083846e-03]
 [-1.23110409e+01  1.45679549e-03]
 [-1.20052757e+01  9.93714901e-04]
 [-1.16991711e+01  5.16493048e-04]
 [-1.13927422e+01  3.00261108e-05]
 [-1.10860043e+01 -4.60789626e-04]
 [-1.07789717e+01 -9.51057940e-04]
 [-1.04716587e+01 -1.43588253e-03]
 [-1.01640816e+01 -1.91036728e-03]
 [-9.85625362e+00 -2.36961595e-03]
 [-9.54819012e+00 -2.80873221e-03]
 [-9.23990631e+00 -3.22281988e-03]
 [-8.93141556e+00 -3.60698253e-03]
 [-8.62273502e+00 -3.95632442e-03]
 [-8.31387806e+00 -4.26594866e-03]
 [-8.00485897e+00 -4.53095976e-03]
 [-7.69569349e+00 -4.74646082e-03]
 [-7.38639593e+00 -4.90755541e-03]
 [-7.07698202e+00 -5.00934850e-03]
 [-6.76746511e+00 -5.04694274e-03]
 [-6.45786095e+00 -5.01544215e-03]
 [-6.14818430e+00 -4.90995077e-03]
 [-5.83844948e+00 -4.72557172e-03]
 [-5.52867174e+00 -4.45740996e-03]
 [-5.21886587e+00 -4.10056766e-03]
 [-4.90904617e+00 -3.65015003e-03]
 [-4.59922600e+00 -3.10316985e-03]
 [-4.28941107e+00 -2.46427953e-03]
 [-3.97960567e+00 -1.74004142e-03]
 [-3.66981292e+00 -9.37017554e-04]
 [-3.36003709e+00 -6.17699770e-05]
 [-3.05028224e+00  8.79139116e-04]
 [-2.74055219e+00  1.87914749e-03]
 [-2.43085051e+00  2.93169334e-03]
 [-2.12118149e+00  4.03021416e-03]
 [-1.81154907e+00  5.16814785e-03]
 [-1.50195694e+00  6.33893255e-03]
 [-1.19240904e+00  7.53600569e-03]
 [-8.82909417e-01  8.75280611e-03]
 [-5.73461771e-01  9.98277031e-03]
 [-2.64070153e-01  1.12193367e-02]
 [ 4.52615805e-02  1.24559440e-02]
 [ 3.54529530e-01  1.36860283e-02]
 [ 6.63729727e-01  1.49030294e-02]
 [ 9.72858369e-01  1.61003843e-02]
 [ 1.28191149e+00  1.72715299e-02]
 [ 1.59088516e+00  1.84099060e-02]
 [ 1.89977562e+00  1.95089485e-02]
 [ 2.20857882e+00  2.05620974e-02]
 [ 2.51729083e+00  2.15627886e-02]
 [ 2.82590771e+00  2.25044619e-02]
 [ 3.13442564e+00  2.33805533e-02]
 [ 3.44284081e+00  2.41845008e-02]
 [ 3.75114942e+00  2.49097440e-02]
 [ 4.05934715e+00  2.55497191e-02]
 [ 4.36743021e+00  2.60978639e-02]
 [ 4.67539501e+00  2.65476182e-02]
 [ 4.98323727e+00  2.68924180e-02]
 [ 5.29095268e+00  2.71275714e-02]
 [ 5.59853315e+00  2.72558574e-02]
 [ 5.90596962e+00  2.72819288e-02]
 [ 6.21325445e+00  2.72104368e-02]
 [ 6.52037811e+00  2.70460304e-02]
 [ 6.82733250e+00  2.67933607e-02]
 [ 7.13410902e+00  2.64570788e-02]
 [ 7.44069862e+00  2.60418318e-02]
 [ 7.74709272e+00  2.55522747e-02]
 [ 8.05328274e+00  2.49930564e-02]
 [ 8.35926056e+00  2.43688282e-02]
 [ 8.66501713e+00  2.36842372e-02]
 [ 8.97054386e+00  2.29439382e-02]
 [ 9.27583218e+00  2.21525803e-02]
 [ 9.58087254e+00  2.13148128e-02]
 [ 9.88565826e+00  2.04352867e-02]
 [ 1.01901789e+01  1.95186529e-02]
 [ 1.04944267e+01  1.85695626e-02]
 [ 1.07983923e+01  1.75926648e-02]
 [ 1.11020679e+01  1.65926125e-02]
 [ 1.14054451e+01  1.55740529e-02]
 [ 1.17085142e+01  1.45416390e-02]
 [ 1.20112677e+01  1.35000199e-02]
 [ 1.23136959e+01  1.24538476e-02]
 [ 1.26157904e+01  1.14077711e-02]
 [ 1.29175434e+01  1.03664426e-02]
 [ 1.32189455e+01  9.33451112e-03]
 [ 1.35199881e+01  8.31662677e-03]
 [ 1.38206635e+01  7.31744198e-03]
 [ 1.41209612e+01  6.34160638e-03]
 [ 1.44208736e+01  5.39377006e-03]
 [ 1.47203932e+01  4.47858404e-03]
 [ 1.50195189e+01  3.59971845e-03]
 [ 1.53182907e+01  2.75692414e-03]
 [ 1.56167564e+01  1.94897107e-03]
 [ 1.59149637e+01  1.17462990e-03]
 [ 1.62129612e+01  4.32670815e-04]
 [ 1.65107975e+01 -2.78135703e-04]
 [ 1.68085213e+01 -9.59019293e-04]
 [ 1.71061783e+01 -1.61120959e-03]
 [ 1.74038200e+01 -2.23593623e-03]
 [ 1.77014923e+01 -2.83442880e-03]
 [ 1.79992447e+01 -3.40791699e-03]
 [ 1.82971230e+01 -3.95763060e-03]
 [ 1.85951786e+01 -4.48479876e-03]
 [ 1.88934574e+01 -4.99065174e-03]
 [ 1.91920090e+01 -5.47641842e-03]
 [ 1.94908810e+01 -5.94332907e-03]
 [ 1.97901211e+01 -6.39261305e-03]
 [ 2.00897789e+01 -6.82549970e-03]
 [ 2.03899021e+01 -7.24321930e-03]
 [ 2.06905384e+01 -7.64700118e-03]
 [ 2.09917355e+01 -8.03807471e-03]
 [ 2.12935410e+01 -8.41766968e-03]
 [ 2.15960064e+01 -8.78701638e-03]
 [ 2.18991776e+01 -9.14734323e-03]
 [ 2.22031021e+01 -9.49988049e-03]
 [ 2.25078297e+01 -9.84585751e-03]
 [ 2.28134079e+01 -1.01865046e-02]
 [ 2.31198845e+01 -1.05230501e-02]
 [ 2.34273071e+01 -1.08567253e-02]
 [ 2.37357273e+01 -1.11887585e-02]
 [ 2.40451889e+01 -1.15203802e-02]
 [ 2.43557434e+01 -1.18528195e-02]
 [ 2.46674099e+01 -1.21865179e-02]
 [ 2.49801006e+01 -1.25187598e-02]
 [ 2.52936993e+01 -1.28460424e-02]
 [ 2.56080933e+01 -1.31648630e-02]
 [ 2.59231644e+01 -1.34717179e-02]
 [ 2.62387962e+01 -1.37631036e-02]
 [ 2.65548763e+01 -1.40355164e-02]
 [ 2.68712883e+01 -1.42854545e-02]
 [ 2.71879158e+01 -1.45094134e-02]
 [ 2.75046444e+01 -1.47038903e-02]
 [ 2.78213577e+01 -1.48653816e-02]
 [ 2.81379395e+01 -1.49903847e-02]
 [ 2.84542751e+01 -1.50753958e-02]
 [ 2.87702503e+01 -1.51169114e-02]
 [ 2.90857487e+01 -1.51114287e-02]
 [ 2.94006557e+01 -1.50554441e-02]
 [ 2.97148533e+01 -1.49454549e-02]
 [ 3.00282269e+01 -1.47779575e-02]
 [ 3.03406620e+01 -1.45494482e-02]
 [ 3.06520443e+01 -1.42564233e-02]
 [ 3.09622555e+01 -1.38953812e-02]
 [ 3.12711811e+01 -1.34628182e-02]
 [ 3.15787067e+01 -1.29552297e-02]
 [ 3.18847160e+01 -1.23691130e-02]
 [ 3.21890945e+01 -1.17009655e-02]
 [ 3.24917221e+01 -1.09472843e-02]
 [ 3.27924919e+01 -1.01045640e-02]
 [ 3.30912781e+01 -9.16930381e-03]
 [ 3.33879738e+01 -8.13799817e-03]
 [ 3.36824608e+01 -7.00714579e-03]
 [ 3.39746208e+01 -5.77324210e-03]
 [ 3.42643433e+01 -4.43278486e-03]
 [ 3.45515289e+01 -2.98360735e-03]
 [ 3.48361549e+01 -1.42889586e-03]
 [ 3.51182251e+01  2.26826698e-04]
 [ 3.53977318e+01  1.97903719e-03]
 [ 3.56746788e+01  3.82321258e-03]
 [ 3.59490623e+01  5.75482938e-03]
 [ 3.62208786e+01  7.76936486e-03]
 [ 3.64901276e+01  9.86229535e-03]
 [ 3.67568054e+01  1.20290983e-02]
 [ 3.70209160e+01  1.42652504e-02]
 [ 3.72824516e+01  1.65662281e-02]
 [ 3.75414162e+01  1.89275071e-02]
 [ 3.77978058e+01  2.13445686e-02]
 [ 3.80516167e+01  2.38128845e-02]
 [ 3.83028488e+01  2.63279323e-02]
 [ 3.85514984e+01  2.88851932e-02]
 [ 3.87975655e+01  3.14801373e-02]
 [ 3.90410538e+01  3.41082476e-02]
 [ 3.92819519e+01  3.67649980e-02]
 [ 3.95202637e+01  3.94458659e-02]
 [ 3.97559891e+01  4.21463288e-02]
 [ 3.99891205e+01  4.48618606e-02]
 [ 4.02196617e+01  4.75879423e-02]
 [ 4.04476089e+01  5.03200479e-02]
 [ 4.06729584e+01  5.30536547e-02]
 [ 4.08957138e+01  5.57842404e-02]
 [ 4.11158676e+01  5.85072823e-02]
 [ 4.13334236e+01  6.12182543e-02]
 [ 4.15483780e+01  6.39126375e-02]
 [ 4.17607269e+01  6.65859058e-02]
 [ 4.19704666e+01  6.92335367e-02]
 [ 4.21776047e+01  7.18510076e-02]
 [ 4.23821373e+01  7.44352713e-02]
 [ 4.25840836e+01  7.69892260e-02]
 [ 4.27834702e+01  7.95172304e-02]
 [ 4.29803238e+01  8.20236504e-02]
 [ 4.31746674e+01  8.45128596e-02]
 [ 4.33665237e+01  8.69892240e-02]
 [ 4.35559235e+01  8.94571096e-02]
 [ 4.37428818e+01  9.19208825e-02]
 [ 4.39274330e+01  9.43849087e-02]
 [ 4.41095963e+01  9.68535617e-02]
 [ 4.42893944e+01  9.93312076e-02]
 [ 4.44668579e+01  1.01822205e-01]
 [ 4.46420097e+01  1.04330935e-01]
 [ 4.48148689e+01  1.06861755e-01]
 [ 4.49854698e+01  1.09419040e-01]
 [ 4.51538277e+01  1.12007156e-01]
 [ 4.53199768e+01  1.14630468e-01]
 [ 4.54839325e+01  1.17293335e-01]
 [ 4.56457253e+01  1.20000139e-01]
 [ 4.58053741e+01  1.22755244e-01]] [[-4.60275345e+01  2.76401304e-02]
 [-4.58466911e+01  3.47025134e-02]
 [-4.56645126e+01  4.17235121e-02]
 [-4.54809456e+01  4.86842692e-02]
 [-4.52959328e+01  5.55659384e-02]
 [-4.51094170e+01  6.23496659e-02]
 [-4.49213371e+01  6.90166056e-02]
 [-4.47316437e+01  7.55479038e-02]
 [-4.45402718e+01  8.19247141e-02]
 [-4.43471680e+01  8.81281793e-02]
 [-4.41522751e+01  9.41394567e-02]
 [-4.39555321e+01  9.99396965e-02]
 [-4.37568855e+01  1.05510041e-01]
 [-4.35562782e+01  1.10831641e-01]
 [-4.33536530e+01  1.15885653e-01]
 [-4.31489487e+01  1.20653220e-01]
 [-4.29421120e+01  1.25115484e-01]
 [-4.27330818e+01  1.29253626e-01]
 [-4.25218048e+01  1.33048758e-01]
 [-4.23082237e+01  1.36482060e-01]
 [-4.20922775e+01  1.39534652e-01]
 [-4.18739243e+01  1.42192990e-01]
 [-4.16531677e+01  1.44464627e-01]
 [-4.14300270e+01  1.46362424e-01]
 [-4.12045250e+01  1.47899210e-01]
 [-4.09766731e+01  1.49087861e-01]
 [-4.07464905e+01  1.49941191e-01]
 [-4.05139999e+01  1.50472060e-01]
 [-4.02792168e+01  1.50693327e-01]
 [-4.00421600e+01  1.50617838e-01]
 [-3.98028488e+01  1.50258422e-01]
 [-3.95612984e+01  1.49627939e-01]
 [-3.93175316e+01  1.48739249e-01]
 [-3.90715637e+01  1.47605181e-01]
 [-3.88234100e+01  1.46238595e-01]
 [-3.85730972e+01  1.44652322e-01]
 [-3.83206367e+01  1.42859235e-01]
 [-3.80660515e+01  1.40872151e-01]
 [-3.78093567e+01  1.38703957e-01]
 [-3.75505676e+01  1.36367455e-01]
 [-3.72897110e+01  1.33875534e-01]
 [-3.70267982e+01  1.31241024e-01]
 [-3.67618523e+01  1.28476769e-01]
 [-3.64948845e+01  1.25595614e-01]
 [-3.62259216e+01  1.22610427e-01]
 [-3.59549789e+01  1.19534038e-01]
 [-3.56820717e+01  1.16379298e-01]
 [-3.54072227e+01  1.13159053e-01]
 [-3.51304474e+01  1.09886162e-01]
 [-3.48517647e+01  1.06573462e-01]
 [-3.45711899e+01  1.03233799e-01]
 [-3.42887497e+01  9.98800248e-02]
 [-3.40044556e+01  9.65249911e-02]
 [-3.37183342e+01  9.31799561e-02]
 [-3.34304619e+01  8.98497999e-02]
 [-3.31409035e+01  8.65378380e-02]
 [-3.28497429e+01  8.32473561e-02]
 [-3.25570526e+01  7.99816698e-02]
 [-3.22629166e+01  7.67440721e-02]
 [-3.19674015e+01  7.35378712e-02]
 [-3.16705894e+01  7.03663602e-02]
 [-3.13725567e+01  6.72328472e-02]
 [-3.10733795e+01  6.41406253e-02]
 [-3.07731342e+01  6.10930063e-02]
 [-3.04718990e+01  5.80932833e-02]
 [-3.01697464e+01  5.51447608e-02]
 [-2.98667564e+01  5.22507392e-02]
 [-2.95630054e+01  4.94145192e-02]
 [-2.92585697e+01  4.66394052e-02]
 [-2.89535236e+01  4.39286940e-02]
 [-2.86479473e+01  4.12856899e-02]
 [-2.83419151e+01  3.87136973e-02]
 [-2.80355034e+01  3.62160094e-02]
 [-2.77287903e+01  3.37959304e-02]
 [-2.74218521e+01  3.14567648e-02]
 [-2.71147652e+01  2.92018130e-02]
 [-2.68076038e+01  2.70343721e-02]
 [-2.65004482e+01  2.49577481e-02]
 [-2.61933727e+01  2.29752399e-02]
 [-2.58864555e+01  2.10901499e-02]
 [-2.55797710e+01  1.93057787e-02]
 [-2.52733994e+01  1.76254269e-02]
 [-2.49674129e+01  1.60523970e-02]
 [-2.46618900e+01  1.45899896e-02]
 [-2.43569088e+01  1.32415062e-02]
 [-2.40525246e+01  1.20088402e-02]
 [-2.37487240e+01  1.08882552e-02]
 [-2.34454708e+01  9.87460651e-03]
 [-2.31427345e+01  8.96275043e-03]
 [-2.28404789e+01  8.14754330e-03]
 [-2.25386677e+01  7.42384000e-03]
 [-2.22372723e+01  6.78649684e-03]
 [-2.19362526e+01  6.23036921e-03]
 [-2.16355801e+01  5.75031340e-03]
 [-2.13352165e+01  5.34118526e-03]
 [-2.10351295e+01  4.99784015e-03]
 [-2.07352867e+01  4.71513392e-03]
 [-2.04356499e+01  4.48792288e-03]
 [-2.01361904e+01  4.31106240e-03]
 [-1.98368683e+01  4.17940877e-03]
 [-1.95376549e+01  4.08781739e-03]
 [-1.92385139e+01  4.03114362e-03]
 [-1.89394093e+01  4.00424423e-03]
 [-1.86403103e+01  4.00197459e-03]
 [-1.83411808e+01  4.01919056e-03]
 [-1.80419884e+01  4.05074796e-03]
 [-1.77426987e+01  4.09150263e-03]
 [-1.74432755e+01  4.13630996e-03]
 [-1.71436882e+01  4.18002671e-03]
 [-1.68439007e+01  4.21750778e-03]
 [-1.65438786e+01  4.24360950e-03]
 [-1.62435894e+01  4.25318722e-03]
 [-1.59429970e+01  4.24109725e-03]
 [-1.56420689e+01  4.20219544e-03]
 [-1.53407707e+01  4.13133670e-03]
 [-1.50390692e+01  4.02337825e-03]
 [-1.47369289e+01  3.87317478e-03]
 [-1.44343252e+01  3.67717701e-03]
 [-1.41312637e+01  3.43821361e-03]
 [-1.38277617e+01  3.16070765e-03]
 [-1.35238333e+01  2.84908200e-03]
 [-1.32194939e+01  2.50775996e-03]
 [-1.29147596e+01  2.14116462e-03]
 [-1.26096449e+01  1.75371906e-03]
 [-1.23041658e+01  1.34984625e-03]
 [-1.19983368e+01  9.33969510e-04]
 [-1.16921740e+01  5.10511745e-04]
 [-1.13856916e+01  8.38961278e-05]
 [-1.10789070e+01 -3.41454259e-04]
 [-1.07718344e+01 -7.61116273e-04]
 [-1.04644880e+01 -1.17066689e-03]
 [-1.01568851e+01 -1.56568305e-03]
 [-9.84904003e+00 -1.94174156e-03]
 [-9.54096794e+00 -2.29441933e-03]
 [-9.23268509e+00 -2.61929329e-03]
 [-8.92420578e+00 -2.91194022e-03]
 [-8.61554623e+00 -3.16793728e-03]
 [-8.30672169e+00 -3.38286138e-03]
 [-7.99774647e+00 -3.55228921e-03]
 [-7.68863678e+00 -3.67179769e-03]
 [-7.37940788e+00 -3.73696373e-03]
 [-7.07007504e+00 -3.74336424e-03]
 [-6.76065350e+00 -3.68657638e-03]
 [-6.45115900e+00 -3.56217683e-03]
 [-6.14160633e+00 -3.36574228e-03]
 [-5.83201122e+00 -3.09285009e-03]
 [-5.52238894e+00 -2.73907697e-03]
 [-5.21275473e+00 -2.29999959e-03]
 [-4.90312386e+00 -1.77119521e-03]
 [-4.59351015e+00 -1.15006859e-03]
 [-4.28391743e+00 -4.41336771e-04]
 [-3.97434998e+00  3.48455127e-04]
 [-3.66480970e+00  1.21276197e-03]
 [-3.35530019e+00  2.14503892e-03]
 [-3.04582357e+00  3.13874055e-03]
 [-2.73638344e+00  4.18732176e-03]
 [-2.42698240e+00  5.28423814e-03]
 [-2.11762357e+00  6.42294390e-03]
 [-1.80830944e+00  7.59689417e-03]
 [-1.49904323e+00  8.79954360e-03]
 [-1.18982768e+00  1.00243483e-02]
 [-8.80665898e-01  1.12647610e-02]
 [-5.71560621e-01  1.25142392e-02]
 [-2.62514859e-01  1.37662357e-02]
 [ 4.64685820e-02  1.50142070e-02]
 [ 3.55386764e-01  1.62516069e-02]
 [ 6.64236724e-01  1.74718909e-02]
 [ 9.73015666e-01  1.86685119e-02]
 [ 1.28172064e+00  1.98349282e-02]
 [ 1.59034872e+00  2.09645946e-02]
 [ 1.89889693e+00  2.20509619e-02]
 [ 2.20736265e+00  2.30874904e-02]
 [ 2.51574254e+00  2.40676310e-02]
 [ 2.82403398e+00  2.49848384e-02]
