1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
77	-1.170311	70.887557	45.246317	0.021354	4.7
78	-1.136555	71.887555	44.759209	0.016142	5.6
79	-1.192596	72.887555	44.282477	0.018746	4.9
80	-1.202745	73.887548	43.815797	0.012898	5.0
81	-1.174667	74.887548	43.358847	0.021470	4.4
82	-1.190091	75.887548	42.911330	0.021812	7.2
83	-1.169287	76.887548	42.472956	0.025334	6.5
84	-1.153954	77.887548	42.043448	0.017014	5.1
85	-1.154235	78.887548	41.622541	0.015372	5.9
86	-1.170762	79.887548	41.209977	0.020078	4.4
87	-1.173695	80.887548	40.805512	0.026122	5.5
88	-1.164814	81.887548	40.408909	0.014497	5.3
89	-1.195716	82.887548	40.019941	0.016013	5.5
90	-1.155861	83.875388	39.642986	0.019856	5.8
91	-1.166161	84.875384	39.268557	0.018435	4.4
92	-1.162881	85.875384	38.901133	0.020245	4.4
93	-1.145983	86.875384	38.540521	0.021737	5.3
94	-1.170910	87.875384	38.186534	0.022063	5.4
95	-1.165006	88.875384	37.838990	0.015211	5.0
96	-1.188620	89.875384	37.497715	0.020942	5.1
97	-1.173840	90.875382	37.162541	0.022754	4.4
98	-1.163454	91.875382	36.833306	0.017519	4.3
99	-1.153421	92.875382	36.509853	0.021907	4.9
100	-1.235123	93.875382	36.192032	0.016480	5.4
101	-1.213129	94.875377	35.879698	0.015843	4.7
102	-1.192106	95.875377	35.572707	0.016679	4.1
103	-1.159002	96.875377	35.270924	0.016632	5.9
104	-1.176399	97.875377	34.974219	0.020209	4.2
105	-1.139677	98.875377	34.682464	0.022294	5.0
106	-1.165213	99.875377	34.395537	0.016933	5.2
107	-1.129373	100.875377	34.113318	0.011905	4.6
108	-1.178289	101.875377	33.835693	0.016434	4.5
109	-1.165134	102.655090	33.622340	0.012953	5.0
110	-1.178527	103.655090	33.352617	0.017264	5.2
111	-1.243680	104.655090	33.087187	0.024853	4.6
112	-1.187656	105.655090	32.825949	0.026505	3.9
113	-1.175894	106.655090	32.568803	0.023666	4.3
114	-1.160075	107.655090	32.315655	0.012895	4.6
115	-1.177088	108.655089	32.066412	0.024042	5.1
116	-1.141948	108.376272	32.135518	0.017176	4.0
117	-1.136700	109.376272	31.889035	0.017488	4.5
118	-1.183398	110.376272	31.646305	0.018294	5.3
119	-1.215319	111.376272	31.407241	0.020671	5.0
120	-1.197684	112.376272	31.171763	0.024572	4.2
121	-1.169289	113.376272	30.939789	0.015762	4.1
122	-1.134319	114.371840	30.712248	0.015614	4.8
123	-1.209350	114.093023	30.775635	0.012525	4.4
124	-1.228276	115.093023	30.549498	0.018150	4.6
125	-1.179683	114.814205	30.612214	0.017813	4.1
126	-1.147005	115.814205	30.388464	0.014125	4.4
127	-1.204417	116.814205	30.167960	0.016800	4.5
128	-1.221123	117.814205	29.950634	0.016775	4.2
129	-1.186252	118.814205	29.736417	0.017530	5.0
130	-1.163208	119.814205	29.525242	0.019334	5.0
131	-1.203439	120.814205	29.317045	0.014373	4.4
132	-1.210377	121.814205	29.111764	0.015807	4.8
133	-1.140575	121.535388	29.168711	0.015302	4.5
134	-1.144762	121.440439	29.188154	0.020801	4.6
135	-1.180747	122.440439	28.984668	0.019120	5.5
136	-1.130138	123.440439	28.783999	0.015899	4.9
137	-1.179920	124.440439	28.586090	0.019988	6.0
138	-1.147600	125.440439	28.390884	0.013834	4.7
139	-1.218080	125.161622	28.445042	0.017718	4.2
140	-1.199046	126.072172	28.268934	0.019371	4.5
141	-1.225627	127.072172	28.078021	0.016966	4.3
142	-1.148297	128.072172	27.889669	0.015710	4.1
143	-1.143388	129.072172	27.703827	0.017382	5.0
144	-1.201057	128.793355	27.755394	0.018940	4.3
145	-1.170376	129.793355	27.571331	0.015159	4.6
146	-1.195195	130.793354	27.389694	0.015637	4.4
147	-1.213609	131.793354	27.210434	0.013040	4.3
148	-1.211075	131.514537	27.260178	0.020330	4.7
149	-1.172970	132.514537	27.082605	0.014927	4.5
150	-1.286648	133.514537	26.907329	0.022860	5.0
151	-1.199504	134.514537	26.734308	0.022105	4.9
152	-1.218854	135.514537	26.563497	0.022335	5.0
153	-1.202009	136.514537	26.394856	0.017519	5.7
154	-1.118120	137.514537	26.228342	0.011570	5.2
155	-1.227329	137.242604	26.273414	0.010942	5.1
156	-1.200646	137.590531	26.215774	0.017315	5.0
157	-1.179892	138.590531	26.051505	0.016067	4.4
158	-1.159803	139.590531	25.889282	0.015541	4.1
159	-1.180985	140.590531	25.729066	0.019527	4.4
160	-1.181889	141.590531	25.570822	0.020010	5.0
161	-1.188866	141.311714	25.614747	0.020683	4.8
162	-1.181661	142.311714	25.457901	0.019602	4.5
163	-1.233593	142.032897	25.501439	0.018895	4.1
164	-1.145952	143.032897	25.345974	0.017910	5.1
165	-1.185058	144.032897	25.192392	0.015361	4.4
166	-1.183712	143.754080	25.235026	0.018301	4.6
167	-1.153045	144.754080	25.082782	0.014301	5.1
168	-1.199331	144.714069	25.088838	0.015501	4.5
169	-1.178559	145.714069	24.938348	0.017855	4.4
170	-1.164038	146.714069	24.789653	0.016461	4.2
171	-1.227751	147.714069	24.642720	0.016069	3.9
172	-1.181518	148.714069	24.497518	0.019220	4.3
173	-1.161233	149.714069	24.354018	0.023812	4.7
174	-1.144491	150.714055	24.212191	0.021227	4.2
175	-1.177747	151.714055	24.072004	0.011614	5.1
176	-1.175906	152.714054	23.933432	0.015352	4.9
177	-1.172811	152.435237	23.971908	0.016461	4.7
178	-1.165040	153.435237	23.834482	0.017648	5.0
179	-1.200801	154.435237	23.698623	0.022189	4.2
180	-1.238109	155.435237	23.564304	0.020486	3.8
181	-1.202578	156.435237	23.431499	0.020344	4.8
182	-1.186493	157.435222	23.300184	0.025660	5.3
183	-1.182311	158.435222	23.170331	0.018801	5.2
184	-1.188261	159.435222	23.041917	0.028293	5.0
185	-1.192461	159.476289	23.036674	0.018827	5.4
186	-1.227590	160.476289	22.909734	0.019242	5.2
187	-1.185441	161.476289	22.784185	0.016646	5.2
188	-1.177201	162.476288	22.660004	0.024878	4.9
189	-1.184324	163.476288	22.537170	0.023188	5.6
190	-1.204170	164.476288	22.415660	0.017576	5.6
191	-1.197191	165.476286	22.295454	0.017799	4.8
192	-1.188826	166.476286	22.176530	0.022332	4.8
193	-1.188174	167.476286	22.058868	0.015749	4.9
194	-1.194296	168.476286	21.942448	0.016522	5.8
195	-1.220489	169.468430	21.828150	0.013399	4.8
196	-1.190753	170.468430	21.714146	0.016077	4.3
197	-1.210459	171.467590	21.601421	0.017709	5.1
198	-1.202751	172.467590	21.489767	0.022977	4.4
199	-1.214156	173.467590	21.379262	0.016610	4.3
200	-1.164184	174.467590	21.269887	0.012544	4.0
201	-1.152639	175.467457	21.161640	0.015448	4.9
202	-1.177516	175.188640	21.191714	0.024018	4.4
203	-1.191088	176.188640	21.084245	0.021915	4.7
204	-1.192861	177.188640	20.977860	0.022113	5.6
205	-1.258641	178.188640	20.872543	0.020771	6.1
206	-1.196656	179.188640	20.768279	0.014105	4.9
207	-1.164694	180.188640	20.665051	0.021539	3.9
208	-1.192753	181.188640	20.562844	0.016295	4.4
209	-1.208975	182.188627	20.461645	0.017958	5.0
210	-1.176950	183.188627	20.361435	0.017780	6.8
211	-1.201579	184.188627	20.262202	0.022769	5.2
212	-1.184268	185.188627	20.163932	0.021957	4.1
213	-1.207710	186.188627	20.066611	0.018368	4.1
214	-1.199942	185.909810	20.093651	0.020889	4.3
215	-1.188585	186.909810	19.997005	0.024626	5.8
216	-1.166780	187.909810	19.901284	0.019651	4.9
217	-1.204111	188.909810	19.806475	0.015105	4.3
218	-1.188432	189.909810	19.712566	0.017099	4.2
219	-1.232312	190.909810	19.619542	0.013553	4.3
220	-1.209303	190.871859	19.623057	0.028104	5.4
221	-1.168131	191.871859	19.530874	0.016646	5.7
222	-1.210501	192.871859	19.439554	0.015182	5.2
223	-1.173821	192.663331	19.458526	0.015297	4.2
224	-1.207346	192.384514	19.483951	0.015005	4.3
225	-1.223619	193.384244	19.393093	0.017749	5.6
226	-1.207190	194.383309	19.303137	0.017314	5.6
227	-1.181567	195.383309	19.213929	0.019476	4.6
228	-1.206010	196.383309	19.125542	0.019743	3.9
229	-1.167952	197.383309	19.037964	0.023295	4.2
230	-1.172060	198.383309	18.951184	0.018277	4.3
231	-1.170526	199.383309	18.865192	0.014556	5.0
232	-1.169248	200.383309	18.779977	0.017626	4.8
233	-1.217018	200.442222	18.774981	0.018298	5.0
234	-1.145012	201.442222	18.690577	0.015117	4.7
235	-1.185791	201.163405	18.714034	0.013730	4.7
236	-1.214781	200.908688	18.735515	0.015913	5.1
237	-1.169705	200.629873	18.759084	0.017272	4.6
238	-1.170367	200.351056	18.782714	0.017346	4.4
239	-1.204072	201.351056	18.698240	0.020536	5.2
240	-1.179853	201.072239	18.721717	0.019901	7.2
241	-1.174706	202.072239	18.637790	0.019701	6.1
242	-1.159942	203.072239	18.554612	0.022449	4.1
243	-1.234045	204.072239	18.472174	0.021954	4.1
244	-1.227489	205.072239	18.390465	0.029392	4.2
245	-1.217908	206.072239	18.309475	0.026515	4.8
246	-1.215260	207.072239	18.229196	0.020264	5.6
247	-1.210538	208.072129	18.149626	0.026960	4.4
248	-1.196224	209.072129	18.070739	0.019477	5.3
249	-1.182286	210.072129	17.992536	0.015649	6.2
250	-1.199623	209.793312	18.014272	0.013211	5.5
251	-1.177454	209.514495	18.036061	0.014036	7.4
252	-1.252765	210.514495	17.958156	0.024794	5.8
253	-1.185992	211.514495	17.880922	0.018760	4.9
254	-1.191228	212.514495	17.804349	0.022644	4.7
255	-1.191612	213.514495	17.728429	0.022282	4.2
256	-1.258237	214.514495	17.653153	0.015325	5.0
257	-1.158110	215.514495	17.578515	0.012678	4.7
258	-1.193178	216.514493	17.504505	0.014149	4.8
259	-1.231091	216.235675	17.525077	0.020285	4.2
260	-1.225968	217.235675	17.451515	0.015774	4.9
261	-1.138412	216.956858	17.471963	0.018457	5.5
262	-1.209669	217.956858	17.398846	0.015270	4.7
263	-1.207851	218.956857	17.326338	0.015390	6.1
264	-1.182796	218.678040	17.346493	0.015030	5.2
265	-1.273698	218.399223	17.366696	0.017230	5.0
266	-1.206151	219.399223	17.294455	0.019749	4.7
267	-1.195957	220.399223	17.222812	0.026330	5.7
268	-1.143753	221.399223	17.151761	0.019766	5.5
269	-1.180542	222.399223	17.081293	0.014585	4.2
270	-1.199608	222.120407	17.100882	0.015330	5.0
271	-1.168333	223.120407	17.030831	0.015240	4.4
272	-1.187030	224.120407	16.961352	0.018520	3.9
273	-1.215564	223.843850	16.980510	0.015570	5.4
274	-1.197451	224.843850	16.911440	0.015515	5.9
275	-1.201867	225.843820	16.842931	0.017921	4.8
276	-1.149496	225.565003	16.861977	0.017494	4.6
277	-1.181237	226.565003	16.793866	0.014057	4.8
278	-1.220914	226.286847	16.812756	0.024795	4.7
279	-1.182380	226.616731	16.790358	0.022487	4.8
280	-1.261338	227.616731	16.722823	0.018474	4.2
281	-1.186450	228.616731	16.655829	0.015843	5.6
282	-1.206262	229.616731	16.589369	0.015207	5.1
283	-1.180991	230.616731	16.523438	0.015605	4.6
284	-1.177581	231.616731	16.458029	0.019466	4.9
285	-1.167259	232.616731	16.393136	0.015991	4.8
286	-1.166237	233.616731	16.328752	0.020361	5.2
287	-1.218130	233.337926	16.346652	0.019625	5.6
288	-1.197423	234.337926	16.282632	0.014876	5.4
289	-1.184671	234.091116	16.298386	0.013833	6.2
290	-1.191620	235.090119	16.234806	0.015004	5.3
291	-1.179003	234.813089	16.252388	0.018496	4.4
292	-1.178138	235.813060	16.189105	0.018151	6.1
293	-1.146155	236.813060	16.126311	0.014929	5.2
294	-1.201738	237.813060	16.064002	0.016721	6.0
295	-1.177405	237.534248	16.081326	0.018217	5.7
296	-1.252627	238.534248	16.019364	0.017015	5.4
297	-1.216535	238.255436	16.036591	0.016707	5.8
298	-1.201503	239.040829	15.988157	0.015276	5.3
299	-1.170989	238.766562	16.005037	0.018265	5.5
300	-1.201721	239.766562	15.943660	0.013602	6.2
301	-1.178515	240.764075	15.882903	0.016356	4.8
302	-1.250773	241.763905	15.822468	0.020582	5.0
303	-1.224699	242.763905	15.762481	0.020826	6.9
304	-1.210905	243.763905	15.702947	0.017144	5.1
305	-1.226460	244.763899	15.643861	0.012472	6.4
306	-1.200407	244.485082	15.660290	0.018949	7.0
307	-1.194804	244.206265	15.676755	0.018146	5.4
308	-1.244294	245.206265	15.617865	0.019169	7.0
309	-1.203358	246.206263	15.559416	0.021309	5.8
310	-1.230435	246.955362	15.515918	0.016332	6.1
311	-1.213101	247.955362	15.458229	0.021130	6.3
312	-1.201267	248.955362	15.400967	0.020693	7.1
313	-1.231658	249.955362	15.344127	0.015228	8.2
314	-1.149596	250.955055	15.287723	0.014798	5.6
315	-1.184490	250.676238	15.303412	0.011741	7.3
316	-1.216523	250.399481	15.319018	0.022809	5.3
317	-1.237426	250.120663	15.334772	0.019074	5.2
318	-1.199288	251.120663	15.278419	0.017009	8.7
319	-1.177737	250.841847	15.294089	0.017856	5.1
320	-1.227887	250.563030	15.309792	0.019581	6.7
321	-1.206347	250.285630	15.325447	0.023211	6.2
322	-1.242430	250.006878	15.341210	0.020842	7.8
323	-1.189887	251.006878	15.284810	0.012881	6.1
324	-1.204492	250.728091	15.300492	0.019327	4.8
325	-1.231287	251.387313	15.263462	0.015810	5.4
326	-1.195852	252.387313	15.207631	0.012846	5.9
327	-1.228348	253.358788	15.153783	0.018973	5.5
328	-1.178151	253.101282	15.168019	0.016605	7.2
329	-1.227051	254.101282	15.112883	0.017469	6.9
330	-1.241706	255.101282	15.058146	0.019525	5.6
331	-1.209637	256.101282	15.003805	0.010987	6.3
332	-1.208235	257.101282	14.949854	0.013434	5.6
333	-1.212241	258.100025	14.896357	0.019255	7.1
334	-1.249448	259.100025	14.843174	0.015673	6.3
335	-1.196098	260.100025	14.790370	0.016716	4.9
336	-1.147242	261.100025	14.737941	0.018511	5.5
337	-1.204670	260.834237	14.751840	0.017567	6.5
338	-1.199534	260.556204	14.766407	0.016595	6.8
339	-1.217475	261.556204	14.714147	0.017806	5.0
340	-1.233688	262.556204	14.662255	0.014229	4.6
341	-1.194131	263.556204	14.610729	0.016641	5.6
342	-1.185912	264.556204	14.559563	0.015296	5.1
343	-1.212166	264.277387	14.573793	0.012436	4.6
344	-1.177800	265.277387	14.522885	0.016004	4.9
345	-1.195904	264.998570	14.537043	0.016670	5.1
346	-1.210263	265.998570	14.486391	0.015568	4.8
347	-1.186343	266.998570	14.436091	0.016696	4.9
348	-1.212893	267.998570	14.386139	0.012456	4.8
349	-1.210934	268.071183	14.382525	0.015589	5.3
350	-1.224679	268.937442	14.339554	0.013839	5.3
351	-1.185836	268.658625	14.353356	0.016251	5.7
352	-1.258381	269.658625	14.303974	0.021515	4.8
353	-1.253920	270.658625	14.254931	0.021235	5.8
354	-1.215659	271.658625	14.206222	0.016502	5.1
355	-1.196884	271.379808	14.219770	0.019310	4.8
356	-1.185881	272.379808	14.171301	0.016119	5.8
357	-1.203264	272.879518	14.147204	0.015226	4.7
358	-1.235028	273.879518	14.099228	0.020707	4.8
359	-1.194697	274.879518	14.051576	0.018506	4.7
360	-1.151764	275.878682	14.004284	0.024028	5.3
361	-1.165991	276.878682	13.957271	0.016800	4.6
362	-1.178929	277.878682	13.910572	0.013326	5.2
363	-1.213246	277.599865	13.923561	0.015995	5.2
364	-1.220907	278.599864	13.877087	0.012329	4.2
365	-1.189727	279.336595	13.843047	0.016867	5.5
366	-1.164471	279.072742	13.855219	0.013733	4.8
367	-1.196388	278.794010	13.868101	0.012562	4.1
368	-1.170428	278.515193	13.881010	0.013773	4.7
369	-1.182332	279.490527	13.835955	0.015449	5.0
370	-1.205841	280.490491	13.790065	0.016515	4.9
371	-1.218546	281.490491	13.744477	0.012666	5.0
372	-1.234710	281.277811	13.754147	0.014109	4.7
373	-1.214862	282.277811	13.708796	0.015781	4.4
374	-1.206956	281.998994	13.721410	0.021231	4.8
375	-1.224259	282.998994	13.676274	0.016777	5.6
376	-1.208960	282.720176	13.688829	0.019517	4.7
377	-1.170980	282.441359	13.701407	0.016386	4.3
378	-1.226462	283.441195	13.656409	0.019350	4.8
379	-1.195141	284.441195	13.611699	0.022729	5.1
380	-1.208679	285.441195	13.567280	0.012971	4.4
381	-1.233065	286.441195	13.523150	0.020384	5.3
382	-1.184219	287.441195	13.479307	0.013908	4.5
383	-1.207556	288.441195	13.435747	0.014896	4.9
384	-1.172590	288.162378	13.447864	0.015247	5.1
385	-1.193915	289.130187	13.405898	0.016344	4.4
386	-1.261427	290.130187	13.362810	0.015592	4.4
387	-1.220425	290.433607	13.349791	0.017531	6.0
388	-1.212811	290.154790	13.361753	0.017444	4.8
389	-1.199808	291.154790	13.318948	0.011149	5.2
390	-1.236828	290.876000	13.330854	0.017468	4.7
391	-1.204189	290.597183	13.342783	0.011196	4.4
392	-1.226000	291.597183	13.300099	0.014154	5.5
393	-1.246796	291.318366	13.311973	0.014560	5.3
394	-1.229937	291.050164	13.323414	0.011236	6.5
395	-1.228216	292.050164	13.280854	0.016766	4.7
396	-1.219438	291.772002	13.292665	0.015395	4.9
397	-1.223693	291.493185	13.304525	0.017146	3.9
398	-1.261179	292.493185	13.262086	0.018754	4.6
399	-1.179877	292.214368	13.273891	0.018223	6.8
400	-1.168221	293.214367	13.231647	0.018796	5.1
401	-1.208774	294.214367	13.189670	0.014780	4.5
402	-1.218551	295.214367	13.147959	0.016949	4.0
403	-1.221240	296.214367	13.106511	0.013203	3.9
404	-1.226657	297.214367	13.065323	0.014765	4.4
405	-1.209815	298.214367	13.024393	0.015716	5.4
406	-1.197601	299.214367	12.983719	0.012970	4.9
407	-1.209404	300.214367	12.943299	0.016676	4.9
408	-1.188430	299.935551	12.954543	0.012730	5.3
409	-1.182382	300.935551	12.914304	0.018816	4.4
410	-1.201058	301.935551	12.874313	0.015656	4.3
411	-1.187455	302.935551	12.834570	0.012843	4.4
412	-1.223040	303.935551	12.795071	0.014703	4.8
413	-1.244655	303.656734	12.806060	0.013935	5.1
414	-1.167003	303.408221	12.815870	0.016215	4.8
415	-1.202158	303.130351	12.826857	0.013611	5.2
416	-1.193146	304.130350	12.787405	0.013245	4.5
417	-1.217176	305.130350	12.748196	0.016354	4.8
418	-1.171262	304.851533	12.759104	0.014289	4.7
419	-1.229201	305.851533	12.720067	0.017387	4.3
420	-1.242087	306.851514	12.681270	0.016517	4.7
421	-1.216847	306.572697	12.692064	0.013376	5.2
422	-1.220304	307.558723	12.653974	0.019293	4.2
423	-1.201284	308.558723	12.615577	0.019240	4.2
424	-1.199927	309.558723	12.577413	0.016524	4.1
425	-1.216535	309.279906	12.588030	0.018541	4.9
426	-1.176389	310.266009	12.550559	0.016355	4.4
427	-1.190187	309.987331	12.561126	0.012393	4.8
428	-1.244608	309.708514	12.571716	0.017863	4.1
429	-1.243517	310.708514	12.533816	0.014307	4.2
430	-1.215162	311.708514	12.496144	0.018977	5.0
431	-1.235825	311.429697	12.506625	0.018227	5.4
432	-1.181317	312.429697	12.469116	0.018996	4.9
433	-1.218418	313.429697	12.431831	0.015229	4.5
434	-1.211446	314.429697	12.394769	0.017209	5.3
435	-1.210606	315.429697	12.357927	0.014753	5.9
436	-1.242383	316.429697	12.321303	0.016449	4.5
437	-1.219119	317.429689	12.284896	0.013511	4.2
438	-1.179489	318.402514	12.249684	0.014385	5.5
439	-1.190204	319.402514	12.213698	0.014430	4.8
440	-1.182962	320.402514	12.177923	0.016483	4.3
441	-1.176068	320.214022	12.184650	0.014369	4.6
442	-1.225131	320.742913	12.165793	0.021297	5.6
443	-1.263411	321.734311	12.130602	0.011955	4.2
444	-1.209210	322.734311	12.095311	0.015410	4.6
445	-1.209333	322.463144	12.104861	0.013669	4.7
446	-1.185349	323.366379	12.073111	0.020136	5.0
447	-1.205610	324.366379	12.038154	0.014422	3.9
448	-1.208659	325.366379	12.003398	0.022360	4.5
449	-1.206820	326.366378	11.968843	0.018149	4.5
450	-1.190604	326.087561	11.978457	0.016084	4.8
451	-1.155103	327.086581	11.944079	0.017777	6.2
452	-1.215559	326.807764	11.953654	0.017703	5.3
453	-1.169296	327.807764	11.919383	0.015573	5.2
454	-1.180167	327.528947	11.928919	0.017368	4.3
455	-1.263370	327.250130	11.938469	0.020428	4.1
456	-1.188141	326.971313	11.948035	0.018935	5.4
457	-1.229635	327.971313	11.913797	0.016405	4.5
458	-1.203710	327.692496	11.923324	0.018659	4.4
459	-1.222821	328.692496	11.889227	0.014042	4.7
460	-1.195493	328.413679	11.898714	0.016043	5.3
461	-1.217513	328.161814	11.907297	0.012452	5.9
462	-1.184424	328.883324	11.882743	0.012652	4.9
463	-1.212750	329.883323	11.848877	0.013645	7.0
464	-1.191833	330.882981	11.815216	0.017007	6.1
465	-1.229552	331.882981	11.781734	0.017617	5.7
466	-1.205365	332.882981	11.748442	0.018481	4.1
467	-1.229989	333.882981	11.715336	0.016723	4.5
468	-1.206847	334.882980	11.682417	0.014026	5.1
469	-1.283797	335.882980	11.649683	0.015378	4.5
470	-1.237167	335.604163	11.658791	0.020982	4.3
471	-1.191702	335.326375	11.667880	0.015135	4.7
472	-1.187340	336.326375	11.635227	0.011434	5.2
473	-1.193505	337.274182	11.604446	0.017599	4.8
474	-1.243742	336.996076	11.613461	0.021613	4.3
475	-1.213522	337.996076	11.581111	0.015274	4.7
476	-1.235840	337.717259	11.590113	0.019022	5.1
477	-1.202936	338.716555	11.557915	0.013115	4.8
478	-1.209456	338.437738	11.566881	0.017152	4.9
479	-1.222022	339.437738	11.534790	0.022571	4.8
480	-1.219981	339.407511	11.535757	0.016046	4.4
481	-1.189317	340.407511	11.503838	0.013121	4.1
482	-1.241727	341.407510	11.472095	0.016648	5.0
483	-1.215096	341.128692	11.480928	0.019131	4.2
484	-1.229310	342.128692	11.449311	0.016483	5.7
485	-1.227819	343.128692	11.417868	0.013113	4.7
486	-1.218787	344.128692	11.386598	0.018876	4.6
487	-1.248293	343.849875	11.395299	0.020977	4.4
488	-1.193135	344.849875	11.364152	0.015418	4.9
489	-1.217064	344.571058	11.372819	0.013330	4.6
490	-1.227437	345.571058	11.341794	0.017263	4.4
491	-1.220474	345.913058	11.331223	0.015458	4.7
492	-1.198842	346.913058	11.300424	0.016866	3.8
493	-1.172110	346.634287	11.308993	0.016183	4.0
494	-1.216320	347.634163	11.278319	0.018053	3.9
495	-1.217113	348.634163	11.247806	0.016557	4.8
496	-1.202291	348.415465	11.254465	0.012373	5.3
497	-1.194433	348.520266	11.251273	0.021193	5.2
498	-1.204344	349.520262	11.220907	0.016187	4.0
499	-1.222773	349.241445	11.229357	0.016737	4.2
500	-1.216165	350.241445	11.199109	0.012944	4.1
501	-1.247073	349.962639	11.207526	0.018115	3.9
502	-1.225051	350.962639	11.177395	0.017853	4.2
503	-1.222281	350.684193	11.185769	0.023414	5.3
504	-1.210369	351.684193	11.155755	0.015929	4.5
505	-1.221127	352.684103	11.125904	0.015312	3.7
506	-1.241654	353.684103	11.096210	0.022526	3.8
507	-1.260594	354.684103	11.066674	0.020068	3.9
508	-1.194819	355.684103	11.037295	0.018361	4.2
509	-1.189536	355.405286	11.045471	0.013489	5.1
510	-1.264038	356.405286	11.016204	0.016493	4.4
511	-1.174338	356.126469	11.024348	0.017794	3.8
512	-1.199627	355.847653	11.032505	0.016549	4.3
513	-1.215450	356.847640	11.003307	0.012751	4.9
514	-1.204433	357.847640	10.974263	0.016863	4.5
